age,gender,married,job_type,education,credit_score,loan_amount,dependents,property_area,loan_approved
63,female,yes,self-employed,graduate,554,344528,0,urban,0
49,female,yes,salaried,graduate,509,358054,2,urban,0
44,male,yes,salaried,undergraduate,580,937039,1,semi-urban,0
50,female,yes,salaried,graduate,434,814473,4,urban,0
38,male,no,unemployed,graduate,447,890632,2,urban,0
59,male,yes,salaried,postgraduate,790,403226,0,rural,1
26,female,yes,salaried,graduate,656,757286,3,urban,0
28,female,yes,unemployed,postgraduate,707,440400,3,urban,0
25,male,yes,self-employed,undergraduate,481,678395,4,semi-urban,0
44,female,yes,salaried,undergraduate,528,268472,3,semi-urban,0
23,female,yes,salaried,graduate,652,228379,2,urban,1
40,male,yes,salaried,undergraduate,558,667096,4,semi-urban,0
43,female,yes,salaried,postgraduate,775,355596,0,rural,1
39,male,no,salaried,undergraduate,604,471683,4,urban,0
55,male,no,salaried,undergraduate,895,413021,3,semi-urban,1
40,male,yes,salaried,graduate,680,919775,0,rural,0
33,female,no,salaried,undergraduate,753,433504,1,semi-urban,1
32,female,no,salaried,undergraduate,586,847850,3,semi-urban,0
58,female,yes,salaried,undergraduate,859,703580,3,semi-urban,0
36,female,no,self-employed,postgraduate,651,737944,1,semi-urban,0
30,female,yes,salaried,graduate,824,541615,2,semi-urban,0
32,female,yes,salaried,undergraduate,822,188796,0,semi-urban,1
51,female,yes,unemployed,undergraduate,569,486158,3,rural,0
26,male,yes,salaried,graduate,809,191307,4,semi-urban,1
22,male,no,salaried,undergraduate,437,749849,3,semi-urban,0
47,male,yes,salaried,graduate,358,482997,4,urban,0
58,male,yes,self-employed,undergraduate,758,683427,4,semi-urban,0
46,male,no,salaried,undergraduate,484,583581,4,urban,0
57,female,yes,salaried,undergraduate,382,362391,0,rural,0
60,female,yes,salaried,undergraduate,504,240860,4,semi-urban,0
39,female,yes,salaried,graduate,692,560522,2,rural,1
24,male,no,salaried,graduate,729,861244,1,urban,1
54,female,no,self-employed,postgraduate,302,842407,3,urban,0
58,male,no,self-employed,undergraduate,536,941686,1,urban,0
62,male,no,salaried,graduate,403,450349,4,urban,0
27,female,yes,unemployed,graduate,541,885380,0,rural,0
35,female,no,unemployed,undergraduate,641,369338,3,urban,0
39,female,yes,unemployed,postgraduate,410,794428,2,semi-urban,0
39,male,no,salaried,graduate,761,285250,1,semi-urban,1
51,male,yes,self-employed,graduate,613,524207,3,semi-urban,0
40,female,yes,salaried,postgraduate,798,567387,1,urban,1
41,male,no,unemployed,graduate,462,586910,1,rural,0
30,female,no,salaried,postgraduate,300,51697,2,semi-urban,1
36,male,yes,salaried,undergraduate,590,387556,2,urban,0
34,male,yes,salaried,undergraduate,713,384745,2,urban,1
46,female,yes,salaried,postgraduate,399,763560,0,semi-urban,1
58,female,yes,self-employed,undergraduate,357,158823,3,urban,0
47,male,no,salaried,graduate,361,435215,2,urban,0
43,male,yes,unemployed,undergraduate,704,387570,3,rural,0
35,male,yes,salaried,undergraduate,846,693392,0,urban,1
29,male,yes,salaried,postgraduate,468,522172,0,semi-urban,1
50,female,no,salaried,postgraduate,580,753985,4,urban,1
28,male,yes,salaried,graduate,370,633836,4,semi-urban,0
57,female,yes,salaried,undergraduate,375,445202,2,urban,0
21,male,yes,unemployed,graduate,568,782840,3,urban,0
60,male,yes,self-employed,undergraduate,687,996657,2,urban,1
55,male,yes,unemployed,undergraduate,682,726009,3,semi-urban,0
25,female,yes,self-employed,postgraduate,643,217702,1,rural,0
33,male,yes,unemployed,graduate,702,342258,4,urban,0
61,female,yes,salaried,graduate,779,775572,0,semi-urban,0
55,male,yes,salaried,undergraduate,595,919526,3,urban,0
50,female,yes,salaried,graduate,333,687723,0,rural,0
53,female,yes,salaried,undergraduate,664,656965,1,urban,0
36,male,yes,salaried,undergraduate,625,171353,0,urban,0
39,male,yes,salaried,undergraduate,392,135513,3,urban,1
33,male,no,salaried,postgraduate,582,299559,1,urban,1
42,female,yes,salaried,graduate,843,447869,2,rural,1
44,female,yes,self-employed,undergraduate,591,515562,2,urban,0
24,female,yes,self-employed,graduate,627,961871,3,semi-urban,0
36,male,no,self-employed,graduate,637,383856,3,rural,0
30,male,no,self-employed,graduate,422,212018,1,semi-urban,0
29,male,yes,salaried,postgraduate,581,393843,0,rural,1
37,male,no,salaried,graduate,767,759975,3,urban,0
48,female,yes,salaried,undergraduate,557,811049,1,rural,0
47,female,yes,unemployed,undergraduate,640,895259,2,rural,0
48,female,yes,self-employed,graduate,568,76994,3,urban,0
45,male,no,self-employed,undergraduate,794,415700,0,semi-urban,1
61,male,no,salaried,graduate,579,972414,0,urban,0
55,male,yes,unemployed,undergraduate,662,702011,3,rural,0
44,male,no,unemployed,postgraduate,828,440946,0,urban,0
31,female,yes,unemployed,graduate,849,890666,4,urban,0
33,female,yes,salaried,graduate,352,752988,1,rural,0
40,male,yes,self-employed,undergraduate,837,766027,0,urban,1
28,male,yes,salaried,graduate,517,978744,2,semi-urban,0
57,male,yes,self-employed,graduate,796,709679,2,urban,1
39,female,yes,unemployed,undergraduate,322,522473,2,urban,1
62,female,yes,salaried,graduate,882,313011,4,urban,1
50,male,yes,salaried,graduate,576,671255,0,semi-urban,0
32,male,no,self-employed,undergraduate,801,759973,2,urban,1
27,female,no,salaried,postgraduate,559,342717,4,urban,0
52,male,no,self-employed,undergraduate,805,790369,3,rural,0
35,female,yes,salaried,graduate,485,440807,4,semi-urban,0
30,female,no,self-employed,graduate,624,927834,3,semi-urban,0
35,female,no,self-employed,postgraduate,725,867894,1,rural,0
43,male,yes,salaried,graduate,392,690677,2,urban,1
48,female,yes,self-employed,graduate,371,201483,2,urban,0
23,female,no,unemployed,postgraduate,803,662863,2,semi-urban,0
41,female,yes,salaried,undergraduate,483,385788,1,urban,0
56,female,yes,unemployed,undergraduate,702,77673,3,urban,0
28,female,yes,salaried,undergraduate,870,197148,3,semi-urban,1
21,male,no,salaried,undergraduate,640,992225,4,semi-urban,1
22,male,no,self-employed,graduate,352,469102,2,urban,0
23,female,yes,unemployed,undergraduate,719,442469,0,urban,1
41,female,yes,salaried,undergraduate,578,766526,0,semi-urban,0
21,female,yes,self-employed,postgraduate,474,91563,4,semi-urban,0
35,male,yes,salaried,postgraduate,387,408444,0,rural,1
24,male,no,salaried,undergraduate,423,722364,1,semi-urban,0
29,female,no,self-employed,undergraduate,411,387770,2,rural,1
56,male,yes,unemployed,postgraduate,816,944259,0,urban,1
33,female,yes,salaried,graduate,416,553204,3,semi-urban,0
52,male,yes,unemployed,postgraduate,802,894839,2,urban,1
41,female,yes,salaried,postgraduate,303,834486,0,rural,1
58,male,yes,salaried,undergraduate,573,141531,4,semi-urban,0
61,male,no,self-employed,undergraduate,819,791752,2,urban,1
39,female,yes,salaried,undergraduate,785,514268,1,semi-urban,0
48,male,yes,salaried,graduate,438,121367,0,urban,0
32,female,yes,unemployed,graduate,603,204042,3,semi-urban,0
28,female,no,salaried,postgraduate,379,273100,1,rural,1
57,female,yes,salaried,undergraduate,692,879760,0,semi-urban,0
59,female,yes,self-employed,graduate,873,222980,3,semi-urban,1
40,female,no,salaried,undergraduate,559,348568,2,urban,0
48,female,yes,salaried,graduate,475,981638,4,rural,0
59,female,yes,salaried,graduate,874,250167,3,urban,1
56,male,yes,salaried,graduate,737,627939,3,urban,1
22,female,yes,unemployed,undergraduate,856,52997,4,semi-urban,0
52,male,yes,self-employed,graduate,752,715960,1,semi-urban,0
55,male,no,salaried,graduate,621,219746,4,semi-urban,0
49,female,no,unemployed,undergraduate,406,704060,3,urban,0
34,female,yes,salaried,undergraduate,726,416258,4,urban,1
43,female,yes,self-employed,undergraduate,646,593937,2,urban,0
62,female,yes,salaried,graduate,800,642367,1,semi-urban,0
60,male,yes,self-employed,undergraduate,515,792224,0,urban,1
44,male,yes,salaried,postgraduate,700,380605,1,semi-urban,1
40,female,yes,salaried,undergraduate,789,168063,3,urban,1
32,male,yes,self-employed,undergraduate,850,741936,3,semi-urban,0
32,female,yes,salaried,graduate,760,755752,1,semi-urban,1
52,male,no,salaried,undergraduate,358,163915,0,urban,0
59,female,no,unemployed,undergraduate,518,408179,1,rural,1
37,male,yes,unemployed,undergraduate,680,857367,4,semi-urban,0
59,male,no,unemployed,graduate,754,241365,1,urban,1
56,male,yes,salaried,undergraduate,389,463683,2,urban,0
41,male,no,salaried,postgraduate,304,962507,3,semi-urban,1
53,male,no,salaried,undergraduate,317,628331,3,rural,0
58,female,yes,salaried,undergraduate,458,86203,0,urban,0
38,male,yes,salaried,graduate,623,475668,0,rural,0
24,male,yes,self-employed,undergraduate,483,241033,2,rural,0
21,male,yes,self-employed,graduate,857,675076,2,rural,0
27,male,no,salaried,graduate,451,171028,3,semi-urban,0
21,female,yes,salaried,postgraduate,629,890584,4,urban,0
61,female,yes,salaried,graduate,454,437345,3,semi-urban,0
37,male,no,salaried,undergraduate,353,428450,2,semi-urban,0
28,female,yes,salaried,postgraduate,863,657054,4,urban,1
45,male,yes,salaried,graduate,477,359098,0,semi-urban,0
64,female,yes,salaried,undergraduate,790,706171,1,semi-urban,0
46,female,yes,salaried,undergraduate,571,724623,1,rural,0
63,male,yes,salaried,undergraduate,826,61894,0,urban,1
23,female,no,salaried,postgraduate,437,961782,2,urban,1
37,male,yes,self-employed,undergraduate,405,973494,3,urban,1
43,female,no,unemployed,postgraduate,756,655167,4,urban,0
48,male,yes,self-employed,undergraduate,341,171265,0,rural,0
25,male,yes,unemployed,graduate,884,574517,3,rural,0
54,male,yes,salaried,undergraduate,422,541452,0,semi-urban,0
52,female,yes,salaried,graduate,357,738242,2,semi-urban,0
42,male,no,self-employed,undergraduate,319,448873,4,semi-urban,0
26,female,no,salaried,undergraduate,648,702437,4,urban,0
57,female,no,salaried,postgraduate,786,516854,3,semi-urban,1
49,female,no,self-employed,graduate,743,234619,2,semi-urban,1
48,male,yes,salaried,postgraduate,547,337551,2,rural,1
57,female,yes,salaried,undergraduate,398,430637,2,semi-urban,0
23,male,yes,salaried,graduate,627,878376,4,rural,0
35,female,yes,salaried,undergraduate,594,615611,3,semi-urban,0
28,male,yes,salaried,postgraduate,555,596169,2,rural,0
22,male,no,self-employed,graduate,854,702843,2,semi-urban,0
62,female,no,salaried,postgraduate,355,420245,0,semi-urban,1
24,male,no,self-employed,graduate,650,840357,1,urban,0
47,female,yes,unemployed,undergraduate,657,74111,1,semi-urban,0
52,male,yes,unemployed,graduate,307,516989,2,urban,0
43,female,no,unemployed,graduate,760,265649,0,rural,0
47,male,yes,unemployed,postgraduate,567,968988,2,semi-urban,0
49,male,yes,self-employed,undergraduate,564,973873,2,rural,0
38,male,yes,salaried,undergraduate,813,433199,4,rural,1
50,female,yes,salaried,undergraduate,592,519435,4,urban,0
32,male,yes,salaried,undergraduate,794,844749,0,semi-urban,0
59,male,yes,salaried,graduate,467,552531,0,semi-urban,0
46,male,yes,salaried,graduate,884,662894,4,urban,0
56,female,yes,salaried,graduate,353,792093,2,semi-urban,0
22,male,yes,self-employed,graduate,824,512385,2,rural,0
39,male,yes,salaried,graduate,587,674825,3,rural,0
47,female,yes,salaried,graduate,332,694671,3,semi-urban,0
64,male,no,salaried,undergraduate,678,159017,0,urban,0
28,male,yes,salaried,graduate,619,195652,0,rural,0
52,male,yes,self-employed,graduate,735,514401,1,semi-urban,0
33,female,yes,salaried,undergraduate,845,978028,1,urban,0
43,male,yes,salaried,graduate,753,746542,2,urban,1
56,male,yes,unemployed,undergraduate,651,748376,3,urban,0
41,male,no,salaried,graduate,714,822919,2,semi-urban,0
63,female,yes,unemployed,graduate,392,97857,1,urban,1
35,male,yes,self-employed,postgraduate,885,169368,0,semi-urban,1
23,female,no,salaried,graduate,722,933568,4,semi-urban,0
44,female,yes,salaried,undergraduate,343,204522,4,semi-urban,0
42,female,yes,salaried,undergraduate,490,839522,4,rural,0
53,male,no,salaried,undergraduate,800,386929,2,urban,1
37,male,yes,salaried,graduate,786,316733,4,rural,1
21,male,yes,unemployed,postgraduate,461,944705,4,urban,0
35,female,yes,self-employed,graduate,768,778011,4,urban,0
38,male,yes,salaried,graduate,727,418435,2,urban,1
64,male,yes,salaried,postgraduate,532,382153,2,rural,1
38,male,yes,self-employed,graduate,386,803284,3,urban,0
25,male,yes,salaried,undergraduate,662,80755,2,urban,1
52,female,yes,unemployed,postgraduate,399,866236,0,semi-urban,0
46,male,yes,self-employed,postgraduate,495,272105,0,semi-urban,0
37,female,yes,self-employed,graduate,775,125319,2,urban,1
60,female,yes,salaried,graduate,518,238643,4,urban,0
22,female,yes,salaried,graduate,774,394068,0,rural,1
34,male,yes,self-employed,postgraduate,528,250801,0,semi-urban,0
44,male,no,unemployed,graduate,870,457718,4,urban,0
54,male,yes,salaried,postgraduate,622,989589,4,semi-urban,0
56,female,yes,salaried,graduate,593,661215,2,rural,0
30,female,yes,self-employed,graduate,550,88447,1,urban,0
62,female,yes,unemployed,postgraduate,854,855968,2,semi-urban,0
56,male,yes,salaried,graduate,334,166220,4,semi-urban,0
26,female,yes,self-employed,undergraduate,841,598063,2,urban,1
41,female,yes,unemployed,graduate,385,788965,0,urban,0
56,female,yes,self-employed,undergraduate,850,366907,0,semi-urban,1
37,female,yes,unemployed,undergraduate,355,52142,3,urban,0
48,male,yes,salaried,undergraduate,356,148454,3,urban,0
24,female,yes,unemployed,undergraduate,645,143154,1,urban,0
64,female,yes,salaried,postgraduate,893,359961,0,urban,1
58,female,yes,salaried,graduate,572,890877,2,semi-urban,0
53,female,no,salaried,postgraduate,380,734032,3,urban,1
37,female,yes,salaried,graduate,510,278637,2,semi-urban,0
25,female,yes,salaried,undergraduate,622,884447,1,semi-urban,0
25,female,no,salaried,undergraduate,818,902444,2,semi-urban,0
47,male,yes,salaried,undergraduate,496,827835,1,urban,0
63,male,yes,salaried,postgraduate,670,67168,3,semi-urban,1
56,male,yes,unemployed,undergraduate,304,117553,2,urban,0
47,male,yes,salaried,undergraduate,813,610847,3,semi-urban,0
25,female,no,unemployed,undergraduate,612,250078,1,rural,0
44,male,yes,self-employed,graduate,566,305449,3,urban,0
45,female,no,salaried,graduate,339,101088,0,semi-urban,0
31,male,yes,unemployed,graduate,688,700199,4,rural,0
52,male,yes,unemployed,postgraduate,413,833460,3,semi-urban,0
33,female,yes,unemployed,graduate,475,301478,1,semi-urban,0
47,female,yes,salaried,undergraduate,854,842346,1,semi-urban,0
23,female,yes,salaried,graduate,742,706526,2,semi-urban,1
35,female,yes,self-employed,postgraduate,704,790586,3,semi-urban,0
35,female,no,salaried,undergraduate,478,438668,0,rural,0
59,female,yes,salaried,postgraduate,509,958054,1,semi-urban,1
54,male,yes,self-employed,graduate,728,883043,0,semi-urban,0
28,male,yes,salaried,undergraduate,432,580120,1,urban,0
38,male,yes,salaried,undergraduate,556,879432,3,rural,0
46,male,yes,salaried,graduate,557,680201,0,semi-urban,0
33,female,yes,salaried,undergraduate,649,71778,1,urban,0
36,male,yes,self-employed,postgraduate,782,728637,1,urban,1
46,female,yes,salaried,undergraduate,446,959773,2,urban,1
46,female,yes,salaried,graduate,532,846326,2,urban,0
28,male,yes,salaried,graduate,802,528169,2,semi-urban,0
59,female,yes,salaried,graduate,589,645607,1,semi-urban,0
57,male,yes,self-employed,undergraduate,545,942647,2,urban,0
62,male,yes,salaried,graduate,574,700639,1,semi-urban,0
43,female,yes,salaried,undergraduate,781,126457,2,urban,1
50,male,no,salaried,graduate,464,460967,0,urban,0
33,female,yes,salaried,graduate,458,739668,0,semi-urban,0
30,male,yes,salaried,undergraduate,848,368982,4,urban,1
22,male,no,salaried,graduate,843,307666,2,rural,1
31,male,yes,salaried,undergraduate,781,480210,2,urban,1
34,male,no,salaried,postgraduate,495,293612,3,urban,1
28,female,no,salaried,postgraduate,373,94823,3,semi-urban,1
59,male,yes,self-employed,postgraduate,633,882186,1,semi-urban,0
57,female,yes,self-employed,undergraduate,882,516665,4,semi-urban,0
60,female,no,salaried,undergraduate,724,266023,0,semi-urban,1
50,male,yes,self-employed,undergraduate,893,706117,3,semi-urban,0
22,male,yes,salaried,graduate,824,394853,3,rural,1
36,male,yes,self-employed,graduate,716,686184,1,semi-urban,0
46,female,yes,salaried,graduate,783,128429,4,urban,0
32,male,yes,salaried,graduate,459,733086,2,rural,0
51,male,yes,self-employed,postgraduate,607,828179,2,urban,0
52,female,yes,salaried,undergraduate,461,520523,2,semi-urban,0
41,female,yes,salaried,undergraduate,553,579440,0,rural,0
39,male,yes,salaried,postgraduate,841,263006,4,urban,1
29,female,no,salaried,undergraduate,470,937985,4,semi-urban,0
61,male,yes,self-employed,undergraduate,646,937344,4,urban,0
49,male,yes,self-employed,undergraduate,480,379252,1,rural,1
58,male,yes,unemployed,undergraduate,769,123664,3,urban,1
46,female,yes,salaried,undergraduate,775,415921,4,urban,1
29,female,no,self-employed,undergraduate,672,975845,1,urban,1
31,male,no,self-employed,graduate,409,452307,4,urban,0
29,male,yes,salaried,graduate,783,631357,0,rural,0
60,male,yes,self-employed,undergraduate,454,826151,1,urban,0
49,female,yes,salaried,graduate,580,201709,1,rural,0
63,male,yes,salaried,graduate,606,277268,2,urban,0
55,male,yes,salaried,graduate,739,228872,1,semi-urban,1
30,male,yes,self-employed,graduate,682,750566,0,semi-urban,0
45,male,yes,self-employed,undergraduate,569,541370,3,semi-urban,0
55,male,no,salaried,undergraduate,360,356610,4,rural,0
44,male,yes,salaried,graduate,678,148078,3,urban,0
63,female,no,salaried,graduate,502,890524,2,urban,0
22,male,yes,salaried,graduate,474,218952,2,semi-urban,0
46,female,yes,self-employed,graduate,429,808692,2,urban,0
31,female,yes,salaried,graduate,340,672465,0,rural,0
32,female,no,unemployed,undergraduate,450,914726,0,rural,1
59,female,yes,salaried,undergraduate,540,745643,0,semi-urban,1
22,female,yes,self-employed,postgraduate,365,692503,3,semi-urban,0
32,female,yes,self-employed,graduate,489,748394,4,semi-urban,0
59,male,yes,self-employed,graduate,498,109412,3,rural,1
29,female,yes,self-employed,undergraduate,580,984464,1,semi-urban,0
44,male,yes,salaried,graduate,517,946121,1,rural,0
54,female,yes,salaried,undergraduate,521,910647,0,semi-urban,0
59,female,no,self-employed,graduate,814,395186,2,urban,0
49,female,yes,unemployed,graduate,581,136179,4,rural,0
55,female,no,salaried,undergraduate,845,619327,1,urban,1
33,male,no,salaried,graduate,733,55086,2,urban,1
21,male,no,salaried,undergraduate,649,76146,0,urban,0
46,female,no,salaried,graduate,431,322891,2,urban,0
28,female,yes,salaried,postgraduate,835,451746,4,urban,1
32,male,yes,self-employed,graduate,855,395860,4,semi-urban,1
57,female,yes,salaried,undergraduate,524,138753,4,urban,0
34,male,no,salaried,graduate,309,602983,4,semi-urban,0
25,female,yes,salaried,graduate,455,362104,3,semi-urban,0
63,male,yes,salaried,undergraduate,786,784443,1,urban,1
47,male,yes,salaried,graduate,408,76809,4,semi-urban,0
48,female,yes,self-employed,graduate,522,607025,4,rural,1
51,male,yes,salaried,undergraduate,723,824740,4,semi-urban,0
55,male,no,salaried,graduate,559,669345,1,urban,0
21,male,yes,salaried,postgraduate,372,447630,0,urban,1
