age,gender,department,education,experience_years,salary,marital_status,overtime,work_life_balance,attrition
26,male,HR,Master,6,138271,married,yes,good,0
58,female,Tech,Master,7,143711,married,no,poor,0
21,male,Sales,High School,1,137996,single,yes,good,1
39,female,Sales,High School,19,88789,married,no,good,0
58,male,Finance,Bachelor,21,30572,married,yes,excellent,0
48,female,HR,High School,30,127015,married,yes,good,0
29,male,Finance,PhD,23,23879,single,yes,good,1
30,female,Tech,High School,2,48716,married,no,average,0
44,female,Finance,Master,10,84082,married,no,excellent,0
46,male,Sales,Bachelor,16,28122,single,no,good,0
28,female,HR,Bachelor,27,63670,married,yes,average,0
25,female,Tech,High School,28,94319,single,yes,poor,1
33,male,Sales,Bachelor,27,78369,single,no,excellent,0
42,male,Tech,Master,11,60534,married,no,good,0
54,female,Sales,Bachelor,16,48554,single,no,good,0
45,male,Tech,High School,9,135772,married,no,average,0
43,male,Tech,Master,23,69413,married,yes,good,0
41,male,Operations,Bachelor,6,94397,married,no,good,0
23,female,Tech,High School,18,117220,single,no,excellent,0
28,male,Tech,High School,0,130282,married,no,average,0
59,male,Sales,Bachelor,21,117909,married,no,average,0
59,female,Tech,PhD,16,130404,married,no,poor,0
42,female,Tech,High School,25,129167,married,no,excellent,0
31,male,Finance,Bachelor,15,90063,married,no,excellent,0
43,female,Operations,Bachelor,7,135926,married,no,good,0
36,female,Tech,Master,10,108287,married,yes,average,0
48,male,Sales,Bachelor,33,149904,married,no,average,1
55,female,Sales,Bachelor,21,71270,single,no,good,1
49,female,HR,Bachelor,17,24876,single,no,average,0
58,male,Finance,Bachelor,14,32881,married,yes,average,1
26,male,Tech,Master,17,110889,single,no,average,0
34,male,Sales,High School,32,108278,single,yes,good,0
49,male,Sales,Master,2,121719,married,no,average,0
48,male,HR,High School,14,139146,married,yes,average,0
30,female,Finance,High School,16,105816,single,no,average,0
24,female,Tech,High School,14,21219,married,yes,average,0
44,female,Operations,Master,17,140533,married,no,poor,0
22,female,Finance,Master,27,49686,single,no,excellent,0
49,male,Finance,PhD,19,95260,married,yes,excellent,1
45,male,Operations,Bachelor,18,119462,married,yes,good,0
51,male,Tech,High School,8,116115,single,no,average,0
35,male,Tech,High School,6,81164,single,no,good,0
58,female,HR,High School,27,142439,married,no,good,1
53,male,Tech,Bachelor,11,89998,single,yes,average,0
28,female,Tech,High School,17,115270,married,no,good,0
36,male,Finance,Master,24,115538,single,no,average,0
58,male,Sales,Master,15,64283,married,no,poor,0
54,male,Operations,High School,30,103806,single,no,average,0
26,male,Sales,Bachelor,24,136112,married,no,good,0
59,male,Finance,Master,7,29106,married,yes,good,0
43,female,Finance,Master,34,117327,single,no,good,0
41,male,Finance,Bachelor,20,92939,single,no,good,0
55,female,Sales,High School,12,93607,single,yes,good,0
49,male,Operations,Master,20,115707,married,no,average,0
55,male,Tech,Bachelor,21,149269,married,no,poor,0
22,female,Sales,Master,5,107035,married,yes,average,0
53,female,Tech,Bachelor,20,42754,single,no,average,0
46,female,Tech,Bachelor,5,40078,single,no,good,1
52,female,HR,PhD,25,87409,married,no,average,0
38,male,Tech,Bachelor,4,130362,married,yes,average,0
54,male,HR,Bachelor,32,32660,married,no,average,0
50,female,HR,PhD,19,48192,married,yes,good,1
43,male,Sales,High School,34,47242,single,no,good,0
40,male,Tech,Master,28,27684,married,no,average,0
43,female,Tech,High School,3,117886,married,no,average,1
28,male,Tech,Bachelor,5,70903,married,yes,average,0
34,female,Operations,Master,1,88955,married,yes,average,0
43,female,Finance,Bachelor,11,86245,single,no,average,0
34,male,Finance,Bachelor,12,45555,married,no,poor,0
22,male,Tech,Master,22,105144,married,no,good,0
24,male,Sales,Bachelor,24,120590,single,yes,average,0
44,female,Sales,Bachelor,4,138324,single,no,excellent,0
56,male,Tech,Bachelor,26,94910,single,no,average,0
29,male,Sales,Master,5,60917,married,yes,good,0
36,male,Tech,Bachelor,23,87750,married,yes,average,0
52,female,Sales,High School,26,117796,married,no,excellent,0
52,male,Sales,PhD,30,96496,single,no,good,0
47,male,Operations,Bachelor,21,116941,married,no,good,0
35,female,Operations,High School,18,147873,married,no,poor,0
24,male,HR,Bachelor,2,22150,single,no,average,0
56,male,Sales,High School,2,32991,single,no,good,1
45,male,Tech,Bachelor,13,148490,single,no,average,0
35,female,HR,High School,21,75878,married,no,good,0
32,male,Sales,PhD,5,62903,single,no,good,0
27,female,Tech,PhD,22,133707,single,no,poor,0
56,female,Finance,Bachelor,34,93010,married,no,poor,0
44,male,Sales,High School,9,106552,married,no,poor,0
26,female,Tech,Bachelor,18,43058,married,no,poor,0
51,male,Tech,Bachelor,19,99621,single,no,average,0
41,male,Tech,Bachelor,0,60663,married,no,good,0
31,female,Tech,High School,29,137776,married,yes,average,0
36,male,Sales,Bachelor,3,147975,single,no,poor,0
34,male,Sales,Bachelor,32,133549,married,no,average,0
45,male,HR,High School,3,82944,single,no,excellent,0
34,female,Sales,Bachelor,9,96230,single,yes,poor,0
58,female,Operations,Master,24,43571,married,no,average,0
38,female,Operations,Bachelor,21,35696,married,yes,poor,1
34,female,Tech,High School,26,94058,single,no,poor,0
44,female,Finance,Master,29,143591,single,no,poor,0
28,female,Sales,High School,24,127256,single,no,average,1
45,male,Tech,Bachelor,10,94957,single,yes,average,0
54,female,HR,High School,9,133058,single,no,average,0
48,female,Tech,Bachelor,30,107699,single,no,good,0
44,male,Tech,Bachelor,19,145089,married,no,average,0
38,male,Operations,Master,2,64723,married,no,average,0
54,female,Tech,High School,19,112816,single,no,poor,0
23,female,Operations,Master,7,109041,married,no,poor,0
32,female,Operations,Bachelor,34,81793,married,no,average,0
56,male,Tech,High School,7,144251,married,no,average,0
25,male,Tech,Master,26,77298,married,no,poor,0
39,female,Finance,Bachelor,31,70262,married,no,good,0
32,female,Finance,PhD,5,43164,married,no,average,0
47,female,Tech,Master,32,28773,married,no,good,0
37,female,Tech,Bachelor,3,92452,single,no,average,1
48,female,Finance,Bachelor,17,105342,married,no,average,0
42,male,Sales,Bachelor,30,37222,married,no,average,0
30,female,Sales,High School,21,32423,single,no,average,1
26,male,Tech,Master,7,96605,married,no,average,0
37,male,Operations,High School,0,69854,single,no,average,0
32,male,Finance,High School,3,147364,single,no,average,0
26,male,HR,Bachelor,32,67457,single,no,average,0
42,male,Tech,High School,9,22611,married,no,good,1
36,male,Tech,Master,29,110445,single,no,good,0
24,female,Finance,Bachelor,5,94141,single,yes,good,0
45,male,Finance,Master,12,82445,married,yes,poor,0
53,male,Finance,Master,31,147805,single,yes,poor,0
21,female,HR,Bachelor,24,84763,married,yes,good,0
35,male,Tech,Bachelor,1,110953,single,no,excellent,0
37,male,Tech,Bachelor,20,134015,married,no,excellent,0
39,male,Tech,Bachelor,20,21549,married,yes,good,0
39,male,Finance,Bachelor,19,60009,married,no,average,1
40,female,Sales,Master,4,46232,married,no,average,0
21,male,Finance,Master,31,122582,single,yes,average,0
43,male,Finance,Master,11,82090,married,no,average,1
36,female,Finance,High School,26,37178,single,no,good,1
44,male,Tech,Bachelor,9,31778,single,no,good,1
40,male,Sales,High School,26,77517,married,no,average,0
35,male,Sales,PhD,22,136235,single,no,excellent,0
44,male,Tech,Master,34,82700,single,no,average,0
57,female,Sales,Bachelor,30,54765,married,no,average,0
53,male,Tech,Bachelor,23,88980,married,no,good,0
52,male,Operations,Master,28,75308,single,yes,good,1
51,male,Sales,Bachelor,34,42763,single,no,good,1
35,male,Operations,Bachelor,15,85572,single,yes,average,0
21,female,Operations,Master,22,92580,married,yes,good,0
32,female,Tech,High School,12,78295,single,no,excellent,0
55,male,HR,PhD,25,99294,single,no,excellent,1
57,male,Operations,Bachelor,1,95543,single,yes,average,0
50,male,Tech,Master,7,84430,married,no,average,0
46,male,Operations,PhD,3,136724,married,no,good,0
31,female,Finance,Master,8,57791,married,no,good,0
52,female,Sales,Master,2,143812,married,no,good,0
22,male,Tech,Master,30,50725,single,yes,good,0
30,female,Finance,Master,9,71640,married,no,good,0
42,male,Sales,Bachelor,2,49933,single,yes,average,1
29,male,Sales,High School,5,112047,married,yes,average,0
50,male,Tech,High School,22,32255,married,no,average,1
45,male,HR,Bachelor,34,111334,married,no,average,0
41,male,Tech,High School,5,139976,married,no,average,0
38,female,Tech,Master,11,117918,married,no,average,0
40,male,Tech,Bachelor,30,76951,married,no,average,0
36,male,Sales,Bachelor,12,138087,married,no,average,0
59,female,Tech,Bachelor,12,21411,married,no,good,0
55,female,Tech,High School,25,121663,single,no,good,0
49,male,Tech,Master,1,39899,single,no,average,1
50,female,Sales,Bachelor,21,91986,married,no,good,0
23,male,Operations,Bachelor,8,79160,married,no,average,0
52,male,Sales,Bachelor,27,84903,married,no,good,0
34,male,Tech,Bachelor,9,90620,married,no,excellent,0
46,male,Sales,Bachelor,21,49515,single,no,average,0
25,female,Sales,High School,17,120883,married,no,poor,0
48,male,Sales,Bachelor,17,83595,married,yes,average,0
28,female,Finance,High School,27,99870,married,yes,average,1
53,male,Sales,Master,28,52803,married,yes,average,1
56,female,Operations,Master,26,61287,married,yes,excellent,0
33,male,Tech,Bachelor,10,32648,single,yes,poor,1
40,male,HR,Master,3,132567,married,no,good,0
38,female,Tech,Bachelor,26,80565,single,no,average,0
40,male,Sales,Bachelor,2,73924,married,no,average,0
53,male,Tech,High School,26,143387,single,no,average,0
41,female,Tech,Master,22,100056,married,yes,good,0
44,female,HR,High School,1,127478,single,no,poor,1
48,female,HR,Master,2,92250,married,no,excellent,0
25,female,Tech,High School,29,23346,married,yes,average,1
50,male,Finance,Bachelor,12,116068,married,yes,good,0
44,female,Finance,Bachelor,7,45241,single,yes,excellent,0
59,female,Sales,Bachelor,18,145539,single,no,good,0
34,male,Tech,Bachelor,24,93714,single,no,good,0
56,male,Sales,Bachelor,7,97112,married,yes,average,0
56,female,Operations,Bachelor,28,64224,married,no,poor,0
46,male,HR,Bachelor,32,100392,married,no,average,0
33,male,Tech,Master,25,124992,single,yes,average,0
41,male,HR,Master,21,40638,married,no,poor,0
46,male,Tech,Bachelor,4,33761,married,no,average,0
54,female,Tech,Bachelor,34,122862,married,no,good,0
34,male,Tech,Bachelor,0,131165,single,no,average,0
41,female,Finance,Master,26,86612,married,no,average,0
39,male,Tech,Master,20,128111,married,yes,poor,0
32,male,Sales,Master,10,37038,single,no,average,0
56,female,Sales,Bachelor,1,126894,married,no,excellent,1
50,male,Sales,PhD,1,77593,married,yes,poor,1
53,female,HR,High School,10,121918,married,no,poor,0
43,male,Tech,High School,8,88269,single,yes,poor,0
33,female,Tech,High School,1,82043,single,yes,average,0
48,female,Tech,Bachelor,3,77591,married,no,average,0
48,female,Sales,Master,14,107683,married,yes,good,0
39,male,Sales,Bachelor,17,148922,single,yes,good,0
57,female,Tech,Bachelor,26,90160,single,no,poor,0
51,female,Tech,High School,29,141111,married,no,excellent,0
59,male,Tech,Master,7,67598,married,no,average,0
37,male,Tech,PhD,18,42648,single,yes,good,0
48,female,Tech,High School,19,97057,married,no,good,0
24,male,Finance,High School,30,21383,single,yes,average,0
26,female,Tech,Bachelor,28,87956,single,yes,average,0
39,male,Tech,Bachelor,17,92721,single,no,excellent,0
43,male,Tech,Bachelor,20,52194,married,no,average,0
26,male,Tech,Bachelor,32,83023,single,yes,excellent,0
44,female,Finance,Bachelor,9,138384,married,no,good,0
42,male,Operations,PhD,12,23266,single,yes,good,0
41,male,Sales,Master,13,115807,married,no,poor,0
34,female,Finance,PhD,16,130081,single,no,average,0
44,male,Sales,High School,17,56208,single,no,average,0
45,female,HR,Master,32,56835,married,yes,average,1
37,female,Finance,High School,11,41780,married,yes,good,0
55,female,Operations,Bachelor,33,114372,single,no,good,0
37,male,Sales,High School,8,85734,single,yes,good,0
48,male,Tech,Bachelor,30,148471,single,yes,average,0
22,male,Operations,High School,31,45686,married,no,good,0
54,male,Finance,Bachelor,1,41246,single,no,average,0
21,male,Tech,PhD,6,142755,married,yes,average,0
23,male,Finance,Bachelor,1,77645,married,no,good,1
42,male,Sales,Bachelor,28,123041,married,no,poor,0
24,male,Finance,High School,17,63391,married,no,excellent,0
35,female,Finance,High School,24,35209,single,no,good,0
56,male,Finance,PhD,29,70411,married,yes,average,1
59,male,HR,Bachelor,25,40992,single,no,average,0
32,male,HR,Bachelor,16,104854,married,no,good,0
57,male,Operations,Master,6,61813,single,no,good,0
27,male,Finance,High School,30,41166,single,no,average,0
51,male,Finance,High School,10,103068,single,yes,good,0
25,male,Tech,Master,32,88706,married,yes,average,0
47,male,Tech,Bachelor,14,47177,single,no,average,0
45,male,Operations,High School,18,85292,single,no,poor,0
37,female,HR,Master,33,114227,single,no,good,0
48,female,Sales,Master,33,77933,married,no,good,0
47,female,Tech,Bachelor,15,148453,married,no,poor,0
46,male,Tech,Bachelor,27,82889,single,no,average,0
49,female,Operations,Bachelor,29,95326,single,yes,poor,0
47,male,Sales,Bachelor,0,130072,married,no,average,0
37,male,Finance,Bachelor,20,102515,married,yes,average,0
58,male,HR,Bachelor,1,52157,single,no,good,0
36,male,Tech,Bachelor,11,46193,married,no,average,0
29,male,HR,Master,12,102688,single,no,excellent,0
52,female,Operations,Bachelor,13,114665,married,no,good,1
21,female,Finance,Bachelor,9,56927,married,yes,average,1
29,female,Tech,Bachelor,30,40448,married,no,poor,0
27,female,Tech,Master,13,55213,married,no,good,0
57,male,Tech,Master,1,132627,single,no,average,1
26,female,Sales,Master,10,68537,single,no,poor,0
57,male,Operations,High School,31,80861,married,no,average,0
59,female,Operations,PhD,19,130730,single,no,poor,0
24,female,Sales,High School,11,59588,married,no,average,0
57,male,Finance,Bachelor,6,133435,single,no,average,0
30,female,Finance,Master,5,50438,single,yes,good,0
30,male,HR,Bachelor,6,26786,single,yes,average,1
55,female,Tech,Bachelor,31,80848,married,no,average,0
28,male,Tech,Master,32,30056,married,no,poor,0
43,female,HR,Bachelor,27,32191,married,no,average,0
27,male,Tech,Bachelor,13,76308,married,yes,poor,0
22,female,Tech,Bachelor,3,83632,single,no,average,0
58,male,Tech,Master,11,143297,married,no,average,0
40,male,Operations,Bachelor,17,25622,married,no,poor,0
51,male,Sales,Bachelor,9,107982,married,yes,poor,1
50,female,Tech,Master,11,63769,married,no,excellent,0
45,male,Sales,Master,1,23230,married,no,average,1
30,female,Sales,High School,9,76930,married,no,good,0
37,male,Tech,High School,29,114216,married,no,excellent,0
29,male,Sales,High School,16,60385,married,no,poor,0
52,male,Tech,Bachelor,21,20713,single,no,average,0
44,male,Tech,Bachelor,11,87481,married,no,excellent,0
36,female,Operations,High School,32,45809,single,no,excellent,1
32,female,Tech,Bachelor,31,76559,single,no,average,0
55,male,Sales,Bachelor,15,70800,married,no,average,0
37,male,Sales,Master,22,141182,married,no,excellent,1
49,female,Sales,Bachelor,25,60719,single,no,good,0
56,female,Sales,Bachelor,14,141369,married,no,good,0
55,female,Finance,Bachelor,30,59883,married,no,good,0
24,female,Tech,Bachelor,9,45192,married,no,good,0
27,female,Finance,High School,20,134120,married,yes,average,0
39,female,Sales,Bachelor,23,124630,single,yes,average,0
48,male,Operations,High School,6,63574,married,yes,good,0
42,female,Operations,High School,23,85693,married,no,good,0
41,female,HR,High School,19,66361,married,no,poor,0
25,female,Tech,Bachelor,4,98510,married,no,good,0
52,male,Operations,Bachelor,4,133509,single,no,average,0
21,male,Sales,High School,15,20762,married,yes,average,1
40,female,Operations,Master,19,112910,married,no,good,0
48,female,HR,Master,23,131230,married,yes,good,1
57,female,Sales,Master,3,75413,single,yes,average,1
32,male,Tech,Bachelor,4,88913,married,no,good,0
38,male,Tech,Master,8,70568,married,no,poor,0
25,male,Tech,Master,18,42314,single,yes,good,0
51,female,Operations,Bachelor,34,51560,married,no,average,0
22,female,Tech,PhD,7,129922,married,yes,good,0
29,female,Operations,High School,27,137258,married,no,good,0
22,male,Tech,High School,23,146529,single,no,excellent,0
38,female,Finance,Bachelor,32,38781,single,no,average,0
55,male,Tech,High School,19,113951,married,yes,average,0
45,female,HR,Bachelor,26,147996,married,no,average,0
36,male,Operations,Bachelor,20,148356,married,yes,average,0
40,male,Sales,PhD,24,62999,single,no,average,0
24,male,Operations,Master,11,64274,single,no,average,0
52,male,Finance,Master,26,30281,single,yes,average,1
40,male,Tech,High School,9,103951,married,no,poor,0
59,male,Sales,High School,0,121682,married,no,poor,1
35,male,Finance,Master,17,29136,married,no,excellent,0
38,male,Operations,Bachelor,3,60244,married,no,poor,0
27,female,Finance,Bachelor,18,134933,married,no,good,0
23,female,Sales,Bachelor,15,130524,single,no,good,0
28,female,Tech,High School,5,32121,single,no,average,1
49,male,HR,High School,3,125337,single,no,average,0
28,female,Tech,PhD,1,101208,married,no,poor,1
21,male,Tech,Master,12,22792,married,no,good,1
41,female,Sales,PhD,3,88811,married,no,good,0
59,female,Tech,Master,12,149961,married,no,poor,0
22,male,Tech,Bachelor,15,45878,married,no,poor,0
54,male,Sales,Master,16,102431,married,no,excellent,0
41,female,Tech,High School,27,96064,single,no,average,0
53,male,Finance,High School,33,71322,single,no,average,0
59,male,Operations,High School,21,136462,married,no,good,0
27,female,Finance,Bachelor,25,100678,married,no,average,0
35,female,HR,Bachelor,34,137945,married,no,average,0
29,male,Finance,Bachelor,23,130117,married,no,average,0
50,male,Finance,Bachelor,19,133297,married,no,good,0
37,male,Sales,Bachelor,14,50168,married,no,average,0
58,female,Sales,Master,11,133632,married,yes,poor,0
59,female,Operations,Bachelor,31,37131,married,yes,good,0
41,male,HR,Master,25,75645,married,no,good,0
23,female,Tech,Bachelor,5,86481,married,yes,poor,1
57,male,Tech,Bachelor,21,78791,single,no,poor,0
37,male,Tech,High School,18,147818,single,no,average,0
37,male,HR,High School,12,111126,married,yes,good,0
31,male,Sales,Bachelor,29,116197,married,yes,average,0
30,male,Operations,Master,22,51849,married,no,good,0
21,female,Tech,Master,20,83607,married,no,average,0
30,male,Operations,Master,26,88937,single,no,average,0
45,male,Tech,High School,5,46818,married,no,poor,0
36,male,Tech,Master,24,45785,married,no,good,1
58,male,Sales,Bachelor,17,58573,single,yes,excellent,0
52,female,Tech,PhD,33,134139,married,yes,good,0
45,male,Sales,High School,28,133255,single,no,good,0
33,male,Tech,Bachelor,22,35149,married,no,average,0
36,male,Operations,Master,0,87938,single,no,good,0
40,male,Tech,Master,30,73441,married,yes,average,0
48,female,Tech,Master,0,55856,married,no,average,0
28,female,Finance,Bachelor,6,83299,married,no,good,0
51,female,Tech,Bachelor,29,137416,single,yes,average,1
48,male,Sales,Bachelor,34,149779,married,no,excellent,1
49,male,Finance,High School,3,73114,married,yes,average,0
54,female,Sales,PhD,4,126298,married,no,excellent,0
57,male,Operations,High School,16,59522,single,yes,good,0
40,male,Tech,Bachelor,23,131855,married,no,poor,1
25,female,Tech,Bachelor,0,95018,married,yes,average,0
47,male,Tech,High School,9,80724,married,no,good,0
