CustomerID,Gender,AgeGroup,ProductQuality,DeliverySpeed,PriceSatisfaction,SupportRating,ComplaintFiled,Satisfaction
CUST0439,Male,Adult,Excellent,Normal,Medium,2,No,Low
CUST0440,Male,Adult,Excellent,Slow,Medium,9,No,Medium
CUST0441,Male,Teen,Average,Normal,Medium,10,No,Low
CUST0442,Female,Adult,Excellent,Normal,Medium,2,Yes,Low
CUST0443,Male,Teen,Average,Normal,Medium,6,No,Low
CUST0444,Female,Senior,Average,Fast,Medium,1,No,Low
CUST0445,Female,Teen,Poor,Normal,High,3,No,Low
CUST0446,Male,Adult,Excellent,Normal,Low,2,No,Low
CUST0447,Male,Teen,Poor,Slow,Medium,3,No,Low
CUST0448,Female,Senior,Excellent,Slow,Medium,5,No,Medium
CUST0449,Male,Adult,Excellent,Slow,High,10,No,Medium
CUST0450,Female,Adult,Excellent,Normal,Medium,6,No,Medium
CUST0451,Female,Teen,Poor,Slow,Medium,9,No,Low
CUST0452,Female,Adult,Average,Fast,Low,10,No,Medium
CUST0453,Female,Adult,Average,Normal,Medium,4,No,Low
CUST0454,Female,Senior,Average,Normal,Low,7,No,Low
CUST0455,Male,Adult,Poor,Normal,Medium,6,No,Low
CUST0456,Male,Teen,Excellent,Slow,Low,2,Yes,Low
CUST0457,Female,Teen,Average,Normal,Medium,10,Yes,Low
CUST0458,Female,Adult,Average,Normal,Low,8,No,Low
CUST0459,Male,Adult,Average,Normal,Medium,7,Yes,Low
CUST0460,Male,Teen,Average,Normal,High,7,Yes,Low
CUST0461,Female,Adult,Average,Fast,Low,8,No,Medium
CUST0462,Male,Adult,Average,Fast,Medium,1,No,Low
CUST0463,Female,Adult,Excellent,Normal,Medium,1,No,Low
CUST0464,Male,Adult,Average,Normal,Low,8,Yes,Low
CUST0465,Female,Adult,Excellent,Normal,High,4,Yes,Low
CUST0466,Male,Adult,Excellent,Slow,Low,5,Yes,Low
CUST0467,Female,Teen,Average,Normal,Medium,8,No,Low
CUST0468,Male,Teen,Excellent,Slow,Medium,5,No,Medium
CUST0469,Male,Senior,Poor,Normal,Medium,10,No,Low
CUST0470,Female,Senior,Excellent,Normal,Medium,4,Yes,Low
CUST0471,Male,Adult,Average,Slow,Low,6,No,Low
CUST0472,Female,Adult,Excellent,Fast,Low,5,No,Medium
CUST0473,Male,Adult,Excellent,Fast,High,7,No,High
CUST0474,Female,Adult,Excellent,Normal,Medium,10,No,Medium
CUST0475,Male,Teen,Excellent,Normal,High,7,No,Medium
CUST0476,Female,Teen,Average,Fast,High,4,Yes,Low
CUST0477,Male,Adult,Poor,Slow,High,5,Yes,Low
CUST0478,Female,Adult,Average,Normal,Medium,3,No,Low
CUST0479,Male,Teen,Poor,Slow,Medium,4,Yes,Low
CUST0480,Female,Adult,Average,Normal,High,4,Yes,Low
CUST0481,Female,Adult,Average,Slow,Medium,3,Yes,Low
CUST0482,Female,Adult,Excellent,Fast,Low,10,Yes,Medium
CUST0483,Male,Teen,Average,Fast,High,5,No,Medium
CUST0484,Female,Teen,Excellent,Slow,High,5,No,Medium
CUST0485,Male,Adult,Poor,Normal,Medium,7,No,Low
CUST0486,Female,Teen,Excellent,Fast,Low,4,No,Medium
CUST0487,Male,Adult,Excellent,Normal,Medium,4,No,Medium
CUST0488,Female,Adult,Average,Fast,High,9,No,Medium
CUST0489,Male,Teen,Average,Normal,High,6,No,Low
CUST0490,Male,Adult,Excellent,Normal,Low,4,No,Medium
CUST0491,Female,Adult,Poor,Slow,Low,2,Yes,Low
CUST0492,Male,Senior,Average,Slow,High,6,No,Low
CUST0493,Male,Senior,Average,Normal,Medium,2,No,Low
CUST0494,Female,Adult,Poor,Normal,Medium,5,No,Low
CUST0495,Male,Adult,Average,Normal,High,6,No,Low
CUST0496,Male,Adult,Poor,Normal,Low,4,No,Low
CUST0497,Male,Adult,Poor,Normal,Medium,3,No,Low
CUST0498,Female,Senior,Poor,Fast,Low,7,Yes,Low
CUST0499,Male,Teen,Excellent,Fast,Medium,2,No,Medium
CUST0500,Female,Teen,Average,Normal,High,6,No,Low
CUST0501,Male,Adult,Excellent,Fast,Medium,4,No,Medium
CUST0502,Male,Teen,Average,Normal,High,6,Yes,Low
CUST0503,Male,Teen,Average,Normal,Medium,4,No,Low
CUST0504,Female,Adult,Average,Fast,Medium,4,No,Low
CUST0505,Male,Adult,Average,Slow,Low,4,Yes,Low
CUST0506,Male,Senior,Poor,Slow,Medium,9,No,Low
CUST0507,Female,Senior,Average,Fast,Medium,7,Yes,Low
CUST0508,Male,Adult,Average,Normal,Low,3,No,Low
CUST0509,Female,Adult,Average,Fast,Medium,3,No,Low
CUST0510,Female,Adult,Average,Fast,Medium,6,No,Low
CUST0511,Male,Adult,Poor,Slow,High,6,Yes,Low
CUST0512,Female,Adult,Poor,Fast,Medium,4,No,Low
CUST0513,Male,Adult,Excellent,Normal,High,9,Yes,Medium
CUST0514,Female,Adult,Average,Normal,Low,4,Yes,Low
CUST0515,Female,Adult,Poor,Normal,Low,9,Yes,Low
CUST0516,Male,Adult,Excellent,Fast,Medium,4,Yes,Low
CUST0517,Female,Adult,Poor,Slow,Medium,2,No,Low
CUST0518,Female,Senior,Average,Normal,Low,2,No,Low
CUST0519,Female,Adult,Excellent,Normal,High,5,No,Medium
CUST0520,Female,Teen,Average,Normal,High,4,No,Low
CUST0521,Female,Senior,Poor,Normal,Medium,7,No,Low
CUST0522,Male,Adult,Poor,Slow,Low,5,No,Low
CUST0523,Female,Senior,Average,Slow,High,6,No,Low
CUST0524,Male,Adult,Poor,Normal,Medium,10,No,Low
CUST0525,Female,Adult,Average,Fast,High,4,Yes,Low
CUST0526,Male,Teen,Poor,Slow,High,2,No,Low
CUST0527,Male,Adult,Average,Slow,High,10,Yes,Low
CUST0528,Female,Adult,Excellent,Fast,Medium,9,No,Medium
CUST0529,Female,Adult,Excellent,Slow,Low,10,No,Medium
CUST0530,Female,Adult,Average,Fast,Medium,7,No,Low
CUST0531,Male,Teen,Average,Normal,Medium,4,Yes,Low
CUST0532,Female,Senior,Average,Fast,High,3,No,Medium
CUST0533,Male,Senior,Average,Slow,Low,10,Yes,Low
CUST0534,Male,Adult,Average,Slow,Low,3,No,Low
CUST0535,Male,Teen,Poor,Normal,High,9,Yes,Low
CUST0536,Female,Adult,Excellent,Fast,High,5,Yes,Medium
CUST0537,Female,Teen,Average,Normal,High,3,No,Low
CUST0538,Male,Senior,Poor,Slow,High,5,Yes,Low
CUST0539,Male,Teen,Average,Normal,Medium,2,No,Low
CUST0540,Female,Adult,Average,Normal,Medium,4,No,Low
CUST0541,Male,Adult,Excellent,Normal,High,10,Yes,Medium
CUST0542,Female,Adult,Excellent,Normal,Medium,2,No,Low
CUST0543,Male,Adult,Excellent,Fast,Medium,2,Yes,Low
CUST0544,Female,Senior,Poor,Normal,Low,8,No,Low
CUST0545,Male,Adult,Average,Slow,Medium,1,Yes,Low
CUST0546,Female,Teen,Average,Normal,High,7,No,Low
CUST0547,Male,Teen,Poor,Slow,Low,5,Yes,Low
CUST0548,Female,Senior,Average,Normal,Low,8,No,Low
CUST0549,Female,Senior,Excellent,Normal,Medium,1,No,Low
CUST0550,Male,Adult,Poor,Slow,Low,7,No,Low
CUST0551,Male,Adult,Average,Normal,Low,5,No,Low
CUST0552,Female,Adult,Average,Slow,Medium,4,No,Low
CUST0553,Male,Teen,Poor,Fast,High,7,No,Medium
CUST0554,Female,Senior,Average,Fast,Medium,10,Yes,Low
CUST0555,Male,Adult,Excellent,Slow,Low,2,No,Low
CUST0556,Female,Adult,Excellent,Fast,Low,1,No,Medium
CUST0557,Female,Adult,Excellent,Normal,Medium,1,No,Low
CUST0558,Female,Teen,Average,Slow,Medium,1,No,Low
CUST0559,Female,Teen,Poor,Slow,High,5,No,Low
CUST0560,Female,Adult,Average,Normal,Medium,10,Yes,Low
CUST0561,Female,Teen,Average,Normal,High,7,No,Low
CUST0562,Male,Adult,Excellent,Normal,Low,2,Yes,Low
CUST0563,Male,Adult,Poor,Slow,Medium,10,No,Low
CUST0564,Male,Adult,Average,Slow,Low,8,No,Low
CUST0565,Female,Adult,Poor,Normal,High,4,No,Low
CUST0566,Female,Adult,Average,Slow,Medium,3,No,Low
CUST0567,Female,Adult,Excellent,Slow,Medium,10,No,Medium
CUST0568,Female,Adult,Average,Slow,Low,8,Yes,Low
CUST0569,Male,Adult,Average,Fast,Low,2,No,Low
CUST0570,Male,Adult,Average,Fast,Medium,3,Yes,Low
CUST0571,Female,Adult,Average,Normal,Low,3,No,Low
CUST0572,Male,Senior,Excellent,Fast,Medium,10,No,High
CUST0573,Male,Adult,Excellent,Normal,Low,1,Yes,Low
CUST0574,Female,Adult,Excellent,Normal,Medium,6,No,Medium
CUST0575,Male,Teen,Excellent,Slow,High,2,No,Medium
CUST0576,Female,Adult,Average,Normal,High,1,No,Low
CUST0577,Male,Adult,Average,Fast,High,2,No,Low
CUST0578,Female,Teen,Average,Normal,Low,6,Yes,Low
CUST0579,Female,Adult,Average,Normal,Low,4,Yes,Low
CUST0580,Female,Adult,Excellent,Normal,Medium,6,No,Medium
CUST0581,Female,Adult,Poor,Slow,Medium,9,No,Low
CUST0582,Male,Adult,Excellent,Fast,Medium,10,Yes,Medium
CUST0583,Female,Teen,Average,Normal,Low,10,No,Low
CUST0584,Female,Teen,Average,Normal,Low,8,Yes,Low
CUST0585,Female,Adult,Average,Normal,Low,1,No,Low
CUST0586,Male,Adult,Excellent,Normal,High,8,No,Medium
CUST0587,Female,Adult,Average,Slow,Low,9,No,Low
CUST0588,Male,Adult,Average,Normal,Medium,6,No,Low
CUST0589,Female,Adult,Poor,Slow,Low,10,No,Low
CUST0590,Male,Senior,Average,Normal,Medium,5,Yes,Low
CUST0591,Male,Adult,Poor,Fast,Medium,6,Yes,Low
CUST0592,Female,Adult,Excellent,Fast,High,6,No,High
CUST0593,Male,Adult,Average,Normal,High,9,No,Low
CUST0594,Female,Adult,Average,Normal,Medium,4,No,Low
CUST0595,Female,Adult,Poor,Slow,High,2,No,Low
CUST0596,Female,Teen,Poor,Normal,High,9,No,Low
CUST0597,Male,Senior,Excellent,Slow,High,2,Yes,Low
CUST0598,Male,Teen,Poor,Normal,High,10,No,Medium
CUST0599,Female,Senior,Poor,Slow,Low,9,No,Low
CUST0600,Female,Adult,Poor,Slow,Medium,2,No,Low
CUST0601,Male,Teen,Excellent,Normal,Low,8,No,Medium
CUST0602,Female,Adult,Excellent,Slow,Low,9,Yes,Low
CUST0603,Female,Senior,Average,Normal,High,10,No,Medium
CUST0604,Female,Adult,Average,Normal,Medium,9,No,Low
CUST0605,Male,Senior,Average,Slow,High,10,No,Medium
CUST0606,Male,Adult,Excellent,Normal,High,9,Yes,Medium
CUST0607,Male,Adult,Average,Slow,High,2,Yes,Low
CUST0608,Female,Senior,Poor,Slow,High,4,Yes,Low
CUST0609,Female,Adult,Poor,Normal,Low,7,No,Low
CUST0610,Female,Adult,Poor,Slow,Low,2,No,Low
CUST0611,Male,Adult,Average,Fast,Medium,1,No,Low
CUST0612,Female,Senior,Excellent,Slow,Low,3,No,Medium
CUST0613,Female,Senior,Average,Slow,Low,4,No,Low
CUST0614,Female,Teen,Poor,Normal,Medium,8,No,Low
CUST0615,Female,Adult,Poor,Normal,High,6,Yes,Low
CUST0616,Male,Senior,Excellent,Slow,Medium,2,No,Low
CUST0617,Male,Teen,Average,Normal,Medium,9,No,Low
CUST0618,Female,Adult,Excellent,Slow,Medium,2,Yes,Low
CUST0619,Male,Senior,Average,Fast,Low,5,Yes,Low
CUST0620,Male,Teen,Average,Normal,Low,4,No,Low
CUST0621,Female,Adult,Average,Normal,High,7,No,Low
CUST0622,Female,Adult,Poor,Fast,Medium,8,No,Medium
CUST0623,Male,Senior,Average,Normal,High,5,Yes,Low
CUST0624,Female,Senior,Excellent,Fast,Low,10,No,High
CUST0625,Male,Senior,Average,Normal,High,5,No,Low
CUST0626,Female,Adult,Average,Fast,Medium,2,Yes,Low
CUST0627,Male,Senior,Poor,Slow,Medium,8,No,Low
CUST0628,Female,Senior,Excellent,Normal,Medium,2,Yes,Low
CUST0629,Male,Adult,Excellent,Normal,High,10,No,Medium
CUST0630,Male,Senior,Average,Normal,Medium,6,Yes,Low
CUST0631,Male,Teen,Excellent,Normal,Medium,8,Yes,Low
CUST0632,Female,Adult,Average,Normal,High,6,No,Low
CUST0633,Male,Adult,Average,Slow,High,4,Yes,Low
CUST0634,Male,Teen,Excellent,Slow,Medium,4,No,Medium
CUST0635,Female,Teen,Excellent,Normal,High,6,Yes,Low
CUST0636,Female,Adult,Average,Normal,Medium,4,No,Low
CUST0637,Male,Adult,Poor,Fast,Low,8,Yes,Low
CUST0638,Male,Adult,Average,Normal,Medium,9,No,Low
CUST0639,Female,Teen,Excellent,Fast,High,1,No,Medium
CUST0640,Female,Adult,Average,Normal,High,4,Yes,Low
CUST0641,Female,Adult,Average,Slow,Medium,4,No,Low
CUST0642,Female,Adult,Average,Slow,Medium,2,Yes,Low
CUST0643,Female,Adult,Average,Normal,Low,6,No,Low
CUST0644,Male,Adult,Average,Normal,High,3,No,Low
CUST0645,Female,Senior,Excellent,Slow,High,7,No,Medium
CUST0646,Male,Adult,Average,Normal,Medium,5,No,Low
CUST0647,Male,Adult,Poor,Fast,High,4,No,Medium
CUST0648,Male,Teen,Poor,Normal,High,5,Yes,Low
CUST0649,Female,Senior,Excellent,Normal,Medium,8,Yes,Low
CUST0650,Male,Teen,Average,Normal,Low,3,No,Low
CUST0651,Male,Senior,Average,Slow,Medium,7,No,Low
CUST0652,Female,Adult,Excellent,Normal,Medium,6,No,Medium
CUST0653,Male,Senior,Excellent,Normal,Medium,1,No,Low
CUST0654,Male,Adult,Excellent,Slow,Medium,7,No,Medium
CUST0655,Female,Senior,Excellent,Normal,High,7,No,Medium
CUST0656,Male,Adult,Average,Normal,Low,1,No,Low
CUST0657,Male,Adult,Excellent,Fast,Medium,9,No,Medium
CUST0658,Male,Adult,Average,Fast,Medium,6,No,Low
CUST0659,Female,Adult,Excellent,Slow,Medium,2,Yes,Low
CUST0660,Female,Adult,Excellent,Normal,Medium,5,No,Medium
CUST0661,Female,Senior,Excellent,Normal,Low,4,No,Medium
CUST0662,Male,Senior,Average,Fast,Low,7,Yes,Low
CUST0663,Male,Adult,Poor,Slow,Medium,8,No,Low
CUST0664,Female,Adult,Average,Normal,Medium,1,No,Low
CUST0665,Male,Adult,Excellent,Normal,Low,5,No,Medium
CUST0666,Male,Adult,Excellent,Slow,High,3,No,Medium
CUST0667,Female,Adult,Poor,Slow,Medium,1,No,Low
CUST0668,Female,Teen,Poor,Normal,Medium,3,No,Low
CUST0669,Male,Adult,Poor,Normal,High,6,No,Low
CUST0670,Male,Adult,Excellent,Normal,Low,7,No,Medium
CUST0671,Male,Adult,Excellent,Normal,Low,8,No,Medium
CUST0672,Female,Adult,Average,Normal,High,4,No,Low
CUST0673,Female,Teen,Average,Normal,Medium,3,No,Low
CUST0674,Female,Teen,Excellent,Slow,Medium,5,No,Medium
CUST0675,Female,Senior,Excellent,Fast,High,9,No,High
CUST0676,Male,Adult,Average,Slow,High,6,No,Low
CUST0677,Female,Adult,Average,Normal,High,9,No,Low
CUST0678,Female,Adult,Average,Slow,Medium,6,No,Low
CUST0679,Female,Adult,Average,Slow,Medium,2,No,Low
CUST0680,Female,Senior,Average,Normal,Medium,5,No,Low
CUST0681,Female,Adult,Average,Slow,Low,9,No,Low
CUST0682,Male,Teen,Excellent,Fast,Medium,8,No,Medium
CUST0683,Male,Adult,Average,Slow,Low,7,No,Low
CUST0684,Female,Senior,Excellent,Normal,High,1,No,Medium
CUST0685,Male,Senior,Poor,Normal,Medium,4,No,Low
CUST0686,Female,Adult,Average,Slow,Medium,7,Yes,Low
CUST0687,Female,Adult,Poor,Slow,Medium,7,No,Low
CUST0688,Male,Teen,Average,Normal,Low,6,No,Low
CUST0689,Male,Senior,Excellent,Normal,Low,8,No,Medium
CUST0690,Female,Adult,Excellent,Normal,Medium,6,No,Medium
CUST0691,Female,Senior,Poor,Normal,Low,10,No,Low
CUST0692,Female,Adult,Average,Normal,Medium,3,No,Low
CUST0693,Male,Adult,Excellent,Slow,High,4,Yes,Low
CUST0694,Female,Adult,Average,Normal,High,3,No,Low
CUST0695,Female,Adult,Average,Fast,Medium,1,No,Low
CUST0696,Female,Teen,Excellent,Normal,Low,10,Yes,Low
CUST0697,Male,Adult,Average,Normal,High,5,No,Low
CUST0698,Female,Teen,Poor,Normal,High,1,No,Low
CUST0699,Female,Adult,Average,Normal,Low,1,No,Low
CUST0700,Male,Adult,Excellent,Normal,High,2,Yes,Low
CUST0701,Female,Teen,Average,Normal,Low,4,No,Low
CUST0702,Female,Senior,Poor,Fast,High,6,No,Medium
CUST0703,Male,Senior,Excellent,Slow,High,8,No,Medium
CUST0704,Female,Senior,Poor,Slow,Low,3,No,Low
CUST0705,Male,Senior,Excellent,Normal,High,1,No,Medium
CUST0706,Male,Teen,Average,Fast,Medium,3,No,Low
CUST0707,Female,Adult,Excellent,Slow,High,3,No,Medium
CUST0708,Female,Adult,Average,Slow,Medium,5,No,Low
CUST0709,Female,Adult,Average,Slow,High,4,No,Low
CUST0710,Female,Teen,Poor,Slow,Low,4,No,Low
CUST0711,Male,Senior,Average,Normal,Medium,9,Yes,Low
CUST0712,Female,Adult,Excellent,Normal,Low,7,Yes,Low
CUST0713,Male,Adult,Excellent,Normal,High,4,Yes,Low
CUST0714,Female,Adult,Average,Normal,High,3,Yes,Low
CUST0715,Female,Adult,Average,Slow,High,6,No,Low
CUST0716,Female,Adult,Excellent,Slow,High,3,Yes,Low
CUST0717,Male,Teen,Excellent,Normal,Low,6,No,Medium
CUST0718,Female,Senior,Average,Fast,Medium,9,No,Medium
CUST0719,Female,Adult,Average,Fast,Low,6,No,Low
CUST0720,Female,Teen,Average,Slow,Low,4,Yes,Low
CUST0721,Female,Senior,Average,Fast,Low,5,No,Low
CUST0722,Male,Senior,Poor,Normal,Medium,6,No,Low
CUST0723,Female,Senior,Average,Normal,Low,3,No,Low
CUST0724,Male,Senior,Average,Normal,Low,8,No,Low
CUST0725,Male,Adult,Excellent,Normal,Low,4,No,Medium
CUST0726,Male,Adult,Poor,Normal,Low,8,No,Low
CUST0727,Male,Teen,Average,Slow,High,10,No,Medium
CUST0728,Male,Adult,Average,Slow,High,10,No,Medium
CUST0729,Male,Adult,Average,Slow,High,3,Yes,Low
CUST0730,Female,Adult,Poor,Normal,Medium,10,No,Low
CUST0731,Male,Adult,Average,Normal,Low,7,Yes,Low
CUST0732,Male,Adult,Average,Normal,High,9,No,Low
CUST0733,Male,Teen,Average,Slow,Medium,4,No,Low
CUST0734,Female,Adult,Average,Fast,Low,8,No,Medium
CUST0735,Female,Adult,Average,Fast,Low,3,No,Low
CUST0736,Male,Teen,Excellent,Normal,Low,7,No,Medium
CUST0737,Female,Senior,Average,Fast,Low,3,No,Low
CUST0738,Male,Adult,Excellent,Normal,Medium,7,No,Medium
CUST0739,Male,Adult,Average,Fast,Medium,10,No,Medium
CUST0740,Female,Adult,Poor,Slow,Low,10,Yes,Low
CUST0741,Male,Senior,Poor,Normal,Low,6,No,Low
CUST0742,Female,Adult,Average,Slow,High,2,No,Low
CUST0743,Female,Adult,Excellent,Slow,Low,3,Yes,Low
CUST0744,Male,Adult,Excellent,Slow,Medium,6,No,Medium
CUST0745,Male,Adult,Excellent,Normal,High,4,Yes,Low
CUST0746,Female,Senior,Average,Normal,Low,6,No,Low
CUST0747,Male,Adult,Average,Normal,Low,1,No,Low
CUST0748,Male,Adult,Poor,Slow,Medium,10,No,Low
CUST0749,Male,Senior,Average,Fast,Medium,1,Yes,Low
CUST0750,Female,Senior,Average,Normal,Medium,3,Yes,Low
CUST0751,Female,Adult,Poor,Normal,High,8,Yes,Low
CUST0752,Male,Senior,Average,Normal,Low,8,No,Low
CUST0753,Female,Adult,Average,Slow,Medium,4,No,Low
CUST0754,Female,Adult,Excellent,Normal,Medium,6,No,Medium
CUST0755,Female,Adult,Excellent,Fast,Low,8,No,Medium
CUST0756,Female,Adult,Excellent,Slow,Medium,7,No,Medium
CUST0757,Female,Teen,Average,Normal,Low,7,No,Low
CUST0758,Male,Senior,Average,Fast,Medium,4,No,Low
CUST0759,Male,Senior,Average,Normal,Low,9,No,Low
CUST0760,Male,Teen,Excellent,Slow,Medium,10,No,Medium
CUST0761,Female,Senior,Poor,Slow,Medium,6,No,Low
CUST0762,Female,Teen,Average,Slow,High,3,Yes,Low
CUST0763,Male,Adult,Excellent,Normal,Low,5,No,Medium
CUST0764,Female,Adult,Average,Normal,Medium,5,Yes,Low
CUST0765,Male,Teen,Average,Slow,Medium,5,No,Low
CUST0766,Male,Senior,Average,Fast,High,8,No,Medium
CUST0767,Male,Senior,Poor,Normal,Medium,9,No,Low
CUST0768,Female,Adult,Average,Slow,Medium,9,No,Low
CUST0769,Female,Teen,Average,Normal,High,6,Yes,Low
CUST0770,Male,Adult,Poor,Normal,High,6,No,Low
CUST0771,Male,Adult,Poor,Slow,Medium,9,No,Low
CUST0772,Male,Senior,Excellent,Slow,Medium,4,No,Medium
CUST0773,Male,Adult,Average,Fast,High,6,No,Medium
CUST0774,Female,Adult,Average,Normal,High,4,No,Low
CUST0775,Female,Adult,Average,Normal,High,1,No,Low
CUST0776,Male,Adult,Excellent,Normal,Medium,7,No,Medium
CUST0777,Male,Adult,Average,Slow,Low,10,Yes,Low
CUST0778,Female,Teen,Average,Slow,Medium,6,No,Low
CUST0779,Female,Adult,Excellent,Normal,High,9,No,Medium
CUST0780,Male,Adult,Excellent,Slow,Medium,7,No,Medium
CUST0781,Male,Senior,Poor,Slow,Medium,7,No,Low
CUST0782,Male,Adult,Excellent,Fast,High,2,No,Medium
CUST0783,Female,Adult,Average,Fast,Medium,9,No,Medium
CUST0784,Female,Senior,Average,Normal,High,10,No,Medium
CUST0785,Female,Teen,Poor,Fast,Medium,9,Yes,Low
CUST0786,Male,Senior,Poor,Slow,Medium,6,No,Low
CUST0787,Male,Adult,Excellent,Fast,Medium,3,Yes,Low
CUST0788,Female,Teen,Average,Slow,High,1,Yes,Low
CUST0789,Female,Adult,Average,Fast,Low,4,No,Low
CUST0790,Male,Adult,Excellent,Fast,Low,3,No,Medium
CUST0791,Female,Teen,Excellent,Normal,High,1,No,Medium
CUST0792,Female,Adult,Poor,Fast,Low,3,No,Low
CUST0793,Male,Adult,Average,Normal,Medium,4,No,Low
CUST0794,Female,Adult,Poor,Slow,Medium,8,No,Low
CUST0795,Male,Teen,Excellent,Normal,Medium,9,No,Medium
CUST0796,Male,Senior,Average,Normal,Medium,3,No,Low
CUST0797,Male,Senior,Excellent,Slow,Low,6,No,Medium
CUST0798,Male,Senior,Poor,Normal,Medium,10,No,Low
CUST0799,Male,Adult,Poor,Fast,Medium,5,No,Low
CUST0800,Male,Teen,Average,Slow,Medium,6,Yes,Low
