StudentID,Gender,StudyHours,Attendance,InternetAccess,ExtraClasses,ParentalSupport,SportsActivity,Performance
STU0431,Male,5.3,87.8,Yes,Yes,Medium,No,Medium
STU0432,Female,9.6,67.4,Yes,No,Low,No,Medium
STU0433,Male,3.7,83.2,No,Yes,Low,No,Medium
STU0434,Female,4.4,89.8,Yes,Yes,High,Yes,High
STU0435,Female,10.5,96.4,No,Yes,Low,No,Medium
STU0436,Female,9.0,61.7,Yes,Yes,High,Yes,High
STU0437,Female,18.4,70.0,Yes,Yes,High,Yes,High
STU0438,Female,7.9,57.6,Yes,No,High,Yes,High
STU0439,Male,12.0,99.6,Yes,No,Medium,Yes,Medium
STU0440,Male,13.0,96.4,Yes,Yes,Medium,Yes,High
STU0441,Male,1.2,77.0,Yes,Yes,High,No,Medium
STU0442,Female,13.6,92.1,Yes,Yes,Low,No,High
STU0443,Male,4.4,76.0,Yes,Yes,Medium,Yes,Medium
STU0444,Female,19.3,81.2,Yes,No,Medium,Yes,High
STU0445,Female,3.8,54.5,Yes,No,Medium,Yes,Medium
STU0446,Male,8.9,87.8,Yes,Yes,Medium,Yes,Medium
STU0447,Male,2.6,56.4,Yes,Yes,Medium,No,Medium
STU0448,Female,19.9,91.3,Yes,Yes,Medium,Yes,High
STU0449,Male,10.5,89.1,Yes,No,High,No,Medium
STU0450,Female,12.3,85.4,Yes,No,Low,Yes,Medium
STU0451,Female,2.3,51.8,Yes,Yes,High,No,Medium
STU0452,Female,15.2,65.2,No,Yes,Medium,Yes,Medium
STU0453,Female,5.0,63.2,Yes,No,High,No,Medium
STU0454,Female,18.1,68.0,Yes,Yes,Medium,Yes,High
STU0455,Male,4.9,54.4,Yes,Yes,High,No,Medium
STU0456,Male,4.6,96.8,Yes,Yes,Low,Yes,Medium
STU0457,Female,1.7,77.7,Yes,No,High,Yes,Medium
STU0458,Female,10.0,65.3,Yes,Yes,Low,No,Medium
STU0459,Male,11.7,69.8,Yes,Yes,High,No,High
STU0460,Male,2.2,72.4,Yes,No,High,No,Medium
STU0461,Female,15.7,80.0,No,Yes,Low,No,Medium
STU0462,Male,9.6,75.8,No,Yes,Low,No,Medium
STU0463,Female,11.0,96.0,Yes,Yes,High,Yes,High
STU0464,Male,9.4,74.8,Yes,Yes,Low,Yes,Medium
STU0465,Female,8.6,99.6,Yes,No,High,Yes,High
STU0466,Male,11.6,92.6,Yes,Yes,Low,No,Medium
STU0467,Female,3.9,60.4,Yes,Yes,Low,Yes,Medium
STU0468,Male,4.5,96.5,Yes,Yes,High,Yes,High
STU0469,Male,17.4,55.8,Yes,No,Medium,No,Medium
STU0470,Female,19.0,90.9,Yes,No,High,No,High
STU0471,Male,8.1,69.0,Yes,Yes,Medium,Yes,Medium
STU0472,Female,6.1,93.9,No,Yes,Medium,Yes,Medium
STU0473,Male,13.2,93.4,No,No,Medium,Yes,Medium
STU0474,Female,8.8,90.3,Yes,Yes,Medium,Yes,High
STU0475,Male,1.5,89.5,Yes,No,Medium,Yes,Medium
STU0476,Female,4.0,65.2,No,No,Medium,No,Low
STU0477,Male,14.6,54.0,Yes,No,Medium,No,Medium
STU0478,Female,13.5,70.1,Yes,Yes,Low,No,High
STU0479,Male,1.5,58.7,Yes,Yes,High,Yes,Medium
STU0480,Female,5.2,84.7,Yes,No,Low,No,Medium
STU0481,Female,5.4,67.3,Yes,Yes,Medium,Yes,Medium
STU0482,Female,13.8,98.8,No,Yes,Low,Yes,High
STU0483,Male,1.4,82.0,No,No,Medium,No,Low
STU0484,Female,3.0,91.1,Yes,No,High,Yes,High
STU0485,Male,16.2,56.6,Yes,Yes,Low,Yes,Medium
STU0486,Female,4.4,93.1,No,Yes,Low,No,Medium
STU0487,Male,13.4,96.1,Yes,Yes,Low,Yes,High
STU0488,Female,5.5,74.4,No,No,Medium,No,Medium
STU0489,Male,2.9,80.3,Yes,No,High,Yes,Medium
STU0490,Male,5.6,88.2,Yes,Yes,Low,No,Medium
STU0491,Female,14.7,58.7,Yes,Yes,High,Yes,High
STU0492,Male,17.3,75.1,Yes,No,Medium,Yes,Medium
STU0493,Male,16.8,69.9,Yes,Yes,Medium,No,Medium
STU0494,Female,8.5,57.3,Yes,Yes,High,Yes,High
STU0495,Male,13.7,68.4,Yes,No,Medium,Yes,Medium
STU0496,Male,4.9,53.4,Yes,Yes,Medium,Yes,Medium
STU0497,Male,6.6,51.3,Yes,No,Low,Yes,Medium
STU0498,Female,18.0,56.8,No,Yes,Low,Yes,High
STU0499,Male,1.2,98.2,No,Yes,Low,Yes,Medium
STU0500,Female,2.6,77.5,Yes,No,Low,No,Medium
STU0501,Male,4.9,98.3,Yes,Yes,Medium,Yes,Medium
STU0502,Male,1.5,71.6,Yes,No,Medium,Yes,Medium
STU0503,Male,4.4,65.6,Yes,Yes,Medium,Yes,Medium
STU0504,Female,12.1,75.3,No,Yes,Low,Yes,Medium
STU0505,Male,9.0,72.0,Yes,Yes,Low,No,Medium
STU0506,Male,18.0,55.3,Yes,Yes,Medium,Yes,High
STU0507,Female,16.5,82.0,No,Yes,High,No,High
STU0508,Male,7.5,60.8,Yes,Yes,Low,Yes,Medium
STU0509,Female,5.9,81.0,Yes,Yes,High,No,High
STU0510,Female,8.2,82.5,No,Yes,Medium,No,Medium
STU0511,Male,12.2,57.6,Yes,No,Medium,No,Medium
STU0512,Female,6.1,53.1,No,No,Medium,No,Low
STU0513,Male,12.9,89.0,Yes,No,Low,No,Medium
STU0514,Female,8.8,73.0,Yes,Yes,Low,Yes,High
STU0515,Female,11.5,52.9,Yes,Yes,Medium,Yes,High
STU0516,Male,9.3,99.7,No,No,Medium,No,Medium
STU0517,Female,6.6,52.9,Yes,Yes,High,Yes,High
STU0518,Female,19.0,84.8,Yes,Yes,Medium,Yes,High
STU0519,Female,15.5,99.2,Yes,No,Low,No,High
STU0520,Female,3.7,62.0,Yes,No,High,Yes,Medium
STU0521,Female,17.5,57.1,Yes,Yes,Low,No,High
STU0522,Male,10.3,56.1,Yes,Yes,Medium,No,Medium
STU0523,Female,18.0,65.2,Yes,No,Medium,No,Medium
STU0524,Male,16.2,55.1,Yes,Yes,High,No,High
STU0525,Female,9.1,84.6,Yes,No,High,Yes,High
STU0526,Male,1.4,53.1,Yes,No,Medium,Yes,Low
STU0527,Male,6.1,75.5,Yes,No,Medium,Yes,Medium
STU0528,Female,11.3,99.8,No,Yes,High,Yes,High
STU0529,Female,13.0,90.7,Yes,Yes,Low,No,High
STU0530,Female,5.9,80.8,No,No,Low,No,Medium
STU0531,Male,3.6,65.3,Yes,No,Low,Yes,Medium
STU0532,Female,16.9,81.2,Yes,No,Low,Yes,High
STU0533,Male,19.7,76.4,Yes,Yes,Medium,No,High
STU0534,Male,11.0,71.3,Yes,Yes,Medium,Yes,Medium
STU0535,Male,4.3,56.5,Yes,No,Medium,Yes,Medium
STU0536,Female,6.2,94.3,Yes,No,Low,Yes,Medium
STU0537,Female,1.3,72.5,Yes,No,High,No,Medium
STU0538,Male,18.4,59.7,Yes,No,Medium,No,Medium
STU0539,Male,3.2,68.4,Yes,Yes,Medium,No,Medium
STU0540,Female,12.0,70.7,Yes,No,Medium,No,Medium
STU0541,Male,6.2,91.4,Yes,No,Medium,Yes,Medium
STU0542,Female,11.5,86.7,Yes,Yes,Low,Yes,High
STU0543,Male,13.4,88.5,Yes,No,Low,No,Medium
STU0544,Female,16.8,50.6,Yes,Yes,High,Yes,High
STU0545,Male,4.9,70.8,Yes,Yes,High,No,Medium
STU0546,Female,1.2,74.1,Yes,No,Medium,No,Medium
STU0547,Male,3.6,51.0,Yes,Yes,Low,No,Medium
STU0548,Female,18.1,63.0,Yes,Yes,Medium,No,High
STU0549,Female,17.6,88.0,Yes,Yes,High,No,High
STU0550,Male,12.4,56.9,Yes,Yes,High,No,High
STU0551,Male,12.4,76.8,Yes,Yes,Low,Yes,Medium
STU0552,Female,13.6,60.8,Yes,Yes,Low,Yes,High
STU0553,Male,4.3,50.6,Yes,No,High,Yes,Medium
STU0554,Female,18.4,62.1,No,Yes,Medium,No,Medium
STU0555,Male,9.0,98.8,Yes,Yes,Low,Yes,Medium
STU0556,Female,8.3,90.1,No,Yes,Low,No,Medium
STU0557,Female,10.9,98.0,Yes,No,Medium,Yes,High
STU0558,Female,1.9,74.4,Yes,Yes,High,No,High
STU0559,Female,4.2,55.5,Yes,No,High,Yes,Medium
STU0560,Female,15.0,77.4,Yes,No,Medium,No,Medium
STU0561,Female,2.6,72.7,Yes,No,Medium,No,Medium
STU0562,Male,12.5,92.2,Yes,Yes,Low,Yes,High
STU0563,Male,5.7,54.9,Yes,No,Medium,Yes,Medium
STU0564,Male,8.4,74.4,Yes,Yes,Medium,No,Medium
STU0565,Female,6.5,57.5,Yes,No,Medium,Yes,Medium
STU0566,Female,7.8,66.2,Yes,No,Medium,Yes,Medium
STU0567,Female,14.7,86.9,Yes,Yes,Low,No,High
STU0568,Female,6.6,73.8,Yes,Yes,Low,No,Medium
STU0569,Male,11.8,68.8,Yes,Yes,Medium,No,Medium
STU0570,Male,10.0,69.7,No,No,Low,Yes,Medium
STU0571,Female,13.6,73.0,Yes,Yes,Low,Yes,High
STU0572,Male,18.8,89.3,No,Yes,High,No,High
STU0573,Male,14.9,94.6,Yes,Yes,Medium,No,High
STU0574,Female,5.1,97.8,Yes,No,Medium,No,Medium
STU0575,Male,1.6,89.3,Yes,No,High,Yes,Medium
STU0576,Female,6.0,65.8,Yes,No,High,Yes,High
STU0577,Male,12.3,84.4,No,No,Medium,Yes,Medium
STU0578,Female,2.0,71.9,Yes,Yes,High,Yes,High
STU0579,Female,10.4,62.7,Yes,Yes,Medium,Yes,High
STU0580,Female,12.3,92.0,Yes,No,Medium,Yes,High
STU0581,Female,7.4,51.9,Yes,Yes,Medium,No,Medium
STU0582,Male,15.6,95.1,No,Yes,Medium,Yes,Medium
STU0583,Female,3.0,73.1,Yes,Yes,Medium,No,Medium
STU0584,Female,2.4,81.9,Yes,Yes,Medium,No,Medium
STU0585,Female,14.8,83.0,Yes,Yes,Low,No,High
STU0586,Male,10.4,94.8,Yes,No,Medium,Yes,Medium
STU0587,Female,14.1,81.8,Yes,Yes,Low,No,High
STU0588,Male,9.3,80.7,Yes,Yes,Medium,No,Medium
STU0589,Female,5.7,53.3,Yes,Yes,Medium,No,Medium
STU0590,Male,16.6,75.9,Yes,No,High,No,High
STU0591,Male,16.2,57.5,Yes,Yes,High,No,High
STU0592,Female,14.2,86.9,Yes,No,High,No,High
STU0593,Male,6.2,75.6,Yes,No,Medium,Yes,Medium
STU0594,Female,12.2,84.0,Yes,Yes,High,No,High
STU0595,Female,7.9,52.1,Yes,No,Medium,Yes,Medium
STU0596,Female,2.7,54.2,Yes,No,Low,No,Medium
STU0597,Male,18.4,85.8,Yes,No,Low,Yes,Medium
STU0598,Male,3.6,53.6,Yes,No,Low,Yes,Low
STU0599,Female,19.1,53.6,Yes,Yes,Medium,No,High
STU0600,Female,9.5,50.6,Yes,Yes,Medium,No,Medium
STU0601,Male,4.5,97.8,Yes,Yes,High,Yes,High
STU0602,Female,11.3,86.9,Yes,Yes,Low,Yes,High
STU0603,Female,17.6,67.7,Yes,No,Low,No,Medium
STU0604,Female,14.9,64.8,Yes,Yes,High,Yes,High
STU0605,Male,16.3,67.5,Yes,No,Low,No,Medium
STU0606,Male,13.5,88.7,Yes,No,Medium,Yes,Medium
STU0607,Male,14.2,83.1,Yes,No,Medium,No,Medium
STU0608,Female,17.1,59.3,Yes,No,Medium,No,Medium
STU0609,Female,5.7,58.7,Yes,Yes,Low,Yes,Medium
STU0610,Female,10.3,54.9,Yes,Yes,Low,Yes,Medium
STU0611,Male,5.2,83.0,Yes,Yes,Low,Yes,Medium
STU0612,Female,19.8,88.2,Yes,Yes,Medium,No,High
STU0613,Female,18.9,63.3,Yes,Yes,Medium,No,High
STU0614,Female,1.7,51.0,Yes,Yes,Low,No,Medium
STU0615,Female,14.4,54.1,Yes,No,Medium,Yes,Medium
STU0616,Male,18.6,98.4,Yes,Yes,High,Yes,High
STU0617,Male,4.4,64.8,Yes,Yes,Low,Yes,Medium
STU0618,Female,11.8,88.5,Yes,No,Medium,Yes,Medium
STU0619,Male,18.4,81.2,Yes,Yes,Medium,No,High
STU0620,Male,1.6,69.1,Yes,Yes,Low,No,Medium
STU0621,Female,14.3,60.3,Yes,No,Medium,No,Medium
STU0622,Female,6.6,56.1,No,No,Medium,Yes,Medium
STU0623,Male,18.6,80.8,Yes,No,High,No,High
STU0624,Female,19.5,88.7,No,Yes,High,No,High
STU0625,Male,18.9,82.2,Yes,No,Medium,No,Medium
STU0626,Female,10.0,76.5,No,No,High,No,Medium
STU0627,Male,17.4,52.1,Yes,Yes,Medium,Yes,Medium
STU0628,Female,17.0,98.4,Yes,No,Medium,Yes,High
STU0629,Male,7.1,89.9,Yes,No,Medium,No,Medium
STU0630,Male,16.7,64.6,Yes,Yes,Low,Yes,High
STU0631,Male,1.7,99.0,Yes,Yes,High,Yes,High
STU0632,Female,12.3,80.1,Yes,No,Medium,No,Medium
STU0633,Male,5.4,79.1,Yes,No,Medium,No,Medium
STU0634,Male,3.3,87.4,Yes,Yes,High,No,Medium
STU0635,Female,2.5,90.6,Yes,No,Low,Yes,Medium
STU0636,Female,14.2,82.8,Yes,Yes,Medium,Yes,High
STU0637,Male,7.5,56.4,No,Yes,Low,No,Medium
STU0638,Male,14.8,66.9,Yes,Yes,High,No,High
STU0639,Female,2.2,96.4,No,No,High,No,Medium
STU0640,Female,7.0,61.2,Yes,No,Medium,No,Medium
STU0641,Female,11.3,68.6,Yes,Yes,Medium,No,Medium
STU0642,Female,16.0,71.6,Yes,Yes,Medium,No,High
STU0643,Female,7.1,72.0,Yes,Yes,High,Yes,High
STU0644,Male,12.9,80.6,Yes,No,Medium,No,Medium
STU0645,Female,17.8,97.2,Yes,No,Medium,No,High
STU0646,Male,12.7,62.0,Yes,No,High,No,Medium
STU0647,Male,5.4,56.1,No,No,Low,Yes,Low
STU0648,Male,1.5,59.9,Yes,No,Low,No,Low
STU0649,Female,17.5,94.3,Yes,Yes,Medium,Yes,High
STU0650,Male,1.4,82.3,Yes,Yes,High,No,Medium
STU0651,Male,17.6,64.3,Yes,Yes,Medium,Yes,High
STU0652,Female,11.0,90.8,Yes,No,Low,No,Medium
STU0653,Male,18.8,93.1,Yes,No,Medium,Yes,High
STU0654,Male,16.2,92.3,Yes,Yes,Medium,Yes,High
STU0655,Female,20.0,95.9,Yes,No,Low,Yes,High
STU0656,Male,7.7,62.6,Yes,Yes,Medium,No,Medium
STU0657,Male,15.6,87.8,Yes,Yes,High,Yes,High
STU0658,Male,8.6,73.0,No,No,Medium,Yes,Medium
STU0659,Female,10.1,92.1,Yes,No,Medium,No,Medium
STU0660,Female,12.9,86.4,Yes,No,Medium,Yes,High
STU0661,Female,17.6,88.8,Yes,Yes,Low,No,High
STU0662,Male,19.7,82.8,No,Yes,High,No,High
STU0663,Male,15.6,58.9,Yes,No,Medium,No,Medium
STU0664,Female,8.9,77.3,Yes,Yes,Medium,Yes,High
STU0665,Male,9.0,99.2,Yes,Yes,Medium,No,Medium
STU0666,Male,15.0,96.9,Yes,No,Medium,Yes,Medium
STU0667,Female,5.5,52.2,Yes,Yes,Medium,Yes,Medium
STU0668,Female,3.1,58.2,Yes,No,Low,Yes,Medium
STU0669,Male,7.7,56.6,Yes,No,High,No,Medium
STU0670,Male,6.5,86.3,Yes,Yes,High,Yes,High
STU0671,Male,6.6,90.9,Yes,Yes,Medium,No,Medium
STU0672,Female,5.4,60.7,Yes,No,High,No,Medium
STU0673,Female,1.8,75.3,Yes,No,Low,Yes,Medium
STU0674,Female,1.3,92.0,Yes,No,Medium,Yes,Medium
STU0675,Female,19.8,86.6,No,No,Medium,No,Medium
STU0676,Male,9.1,77.1,Yes,No,Medium,No,Medium
STU0677,Female,8.3,79.5,Yes,No,Medium,No,Medium
STU0678,Female,13.9,75.4,Yes,Yes,Medium,Yes,High
STU0679,Female,5.1,64.9,Yes,Yes,Low,Yes,Medium
STU0680,Female,19.0,78.3,Yes,Yes,Medium,Yes,High
STU0681,Female,15.9,84.4,Yes,Yes,Low,Yes,High
STU0682,Male,2.7,93.7,Yes,Yes,High,Yes,High
STU0683,Male,8.9,81.8,Yes,Yes,Low,No,Medium
STU0684,Female,17.7,88.1,Yes,No,Low,Yes,High
STU0685,Male,18.9,58.0,Yes,Yes,Medium,Yes,High
STU0686,Female,9.9,73.1,Yes,Yes,Medium,No,Medium
STU0687,Female,12.7,50.5,Yes,Yes,High,No,High
STU0688,Male,4.2,62.3,Yes,Yes,Medium,Yes,Medium
STU0689,Male,19.8,86.3,Yes,Yes,Medium,No,High
STU0690,Female,5.4,99.6,Yes,Yes,High,Yes,High
STU0691,Female,18.9,55.0,Yes,Yes,Medium,Yes,High
STU0692,Female,13.3,70.1,Yes,No,Low,Yes,Medium
STU0693,Male,12.5,90.0,Yes,No,Medium,No,Medium
STU0694,Female,10.7,60.2,Yes,No,High,Yes,High
STU0695,Female,5.4,77.8,No,No,Medium,Yes,Medium
STU0696,Female,4.4,86.7,Yes,Yes,Low,Yes,Medium
STU0697,Male,5.2,80.8,Yes,No,Low,No,Medium
STU0698,Female,4.5,59.4,Yes,No,Low,Yes,Medium
STU0699,Female,15.8,67.8,Yes,Yes,Medium,Yes,High
STU0700,Male,7.7,89.2,Yes,No,Medium,Yes,Medium
STU0701,Female,2.1,77.7,Yes,Yes,Low,Yes,Medium
STU0702,Female,19.4,50.3,No,No,High,No,High
STU0703,Male,17.8,88.0,Yes,No,High,No,High
STU0704,Female,18.6,51.8,Yes,Yes,Medium,Yes,High
STU0705,Male,19.9,87.3,Yes,No,High,Yes,High
STU0706,Male,4.3,60.1,Yes,No,Low,Yes,Medium
STU0707,Female,8.5,97.9,Yes,No,Medium,Yes,Medium
STU0708,Female,15.4,68.4,Yes,Yes,Medium,Yes,High
STU0709,Female,14.2,66.3,Yes,No,High,No,High
STU0710,Female,3.9,57.4,Yes,Yes,High,No,High
STU0711,Male,16.5,65.3,Yes,Yes,Low,No,Medium
STU0712,Female,5.3,93.8,Yes,Yes,High,No,High
STU0713,Male,5.3,99.8,Yes,No,Low,No,Medium
STU0714,Female,11.2,68.4,Yes,No,High,No,High
STU0715,Female,12.3,72.4,Yes,No,High,Yes,High
STU0716,Female,12.0,86.1,Yes,No,Low,No,Medium
STU0717,Male,2.7,94.3,Yes,Yes,High,Yes,High
STU0718,Female,17.7,79.7,No,Yes,Low,Yes,High
STU0719,Female,6.0,69.6,Yes,Yes,Medium,No,Medium
STU0720,Female,3.5,70.6,Yes,Yes,Medium,Yes,Medium
STU0721,Female,17.9,84.8,No,Yes,Medium,Yes,High
STU0722,Male,19.2,50.2,Yes,Yes,High,No,High
STU0723,Female,17.4,81.0,Yes,Yes,Medium,Yes,High
STU0724,Male,16.4,67.8,Yes,Yes,Medium,Yes,High
STU0725,Male,13.4,89.7,Yes,Yes,High,No,High
STU0726,Male,11.5,54.6,Yes,Yes,High,No,High
STU0727,Male,2.7,79.4,Yes,No,Low,No,Low
STU0728,Male,8.8,74.0,Yes,No,High,Yes,Medium
STU0729,Male,8.1,82.1,Yes,No,Low,Yes,Medium
STU0730,Female,5.9,53.2,Yes,Yes,High,No,High
STU0731,Male,14.7,79.0,Yes,Yes,Low,No,Medium
STU0732,Male,10.4,78.1,Yes,No,Low,No,Medium
STU0733,Male,2.5,78.0,Yes,Yes,Medium,Yes,Medium
STU0734,Female,5.2,80.2,No,Yes,Medium,Yes,Medium
STU0735,Female,14.0,83.8,No,Yes,Medium,No,Medium
STU0736,Male,2.4,90.2,Yes,Yes,Low,Yes,Medium
STU0737,Female,17.2,63.5,No,Yes,Medium,No,Medium
STU0738,Male,10.4,91.3,Yes,Yes,High,Yes,High
STU0739,Male,10.1,74.9,No,No,Medium,No,Low
STU0740,Female,12.3,53.9,Yes,Yes,Low,No,Medium
STU0741,Male,16.7,52.9,Yes,Yes,Medium,No,Medium
STU0742,Female,7.6,66.7,Yes,No,Low,Yes,Medium
STU0743,Female,13.9,89.2,Yes,Yes,High,No,High
STU0744,Male,11.7,85.4,Yes,Yes,High,No,High
STU0745,Male,6.1,89.4,Yes,No,Medium,Yes,Medium
STU0746,Female,17.7,75.9,Yes,Yes,Medium,No,High
STU0747,Male,16.2,72.0,Yes,Yes,High,No,High
STU0748,Male,13.5,57.4,Yes,Yes,Medium,No,Medium
STU0749,Male,17.2,66.4,Yes,Yes,High,No,High
STU0750,Female,17.5,71.7,Yes,Yes,Medium,Yes,High
STU0751,Female,14.5,54.4,Yes,No,High,Yes,High
STU0752,Male,16.9,61.0,Yes,Yes,Medium,Yes,High
STU0753,Female,14.3,79.9,Yes,Yes,Medium,No,High
STU0754,Female,13.9,86.8,Yes,Yes,High,No,High
STU0755,Female,12.8,99.9,No,Yes,Medium,No,Medium
STU0756,Female,15.3,96.7,Yes,No,Medium,Yes,High
STU0757,Female,4.0,82.1,Yes,Yes,Low,Yes,Medium
STU0758,Male,17.7,71.1,No,Yes,Medium,No,Medium
STU0759,Male,17.6,81.8,Yes,Yes,Medium,Yes,High
STU0760,Male,1.6,89.3,Yes,Yes,Low,Yes,Medium
STU0761,Female,16.7,55.9,Yes,Yes,Low,No,High
STU0762,Female,3.4,70.5,Yes,No,Medium,Yes,Medium
STU0763,Male,7.4,92.0,Yes,Yes,High,Yes,High
STU0764,Female,15.1,69.2,Yes,Yes,Medium,Yes,High
STU0765,Male,4.1,78.6,Yes,Yes,Low,Yes,Medium
STU0766,Male,16.5,79.4,No,No,Medium,No,Medium
STU0767,Male,16.8,59.2,Yes,Yes,Low,Yes,High
STU0768,Female,10.6,68.1,Yes,No,Medium,Yes,Medium
STU0769,Female,1.1,66.7,Yes,No,Low,Yes,Medium
STU0770,Male,6.5,51.3,Yes,No,Low,No,Low
STU0771,Male,12.7,51.2,Yes,Yes,Low,Yes,Medium
STU0772,Male,19.6,91.6,Yes,Yes,Medium,No,High
STU0773,Male,13.0,63.7,Yes,No,Low,Yes,Medium
STU0774,Female,5.9,75.9,Yes,No,Medium,Yes,Medium
STU0775,Female,13.0,64.9,Yes,No,Medium,Yes,Medium
STU0776,Male,11.3,97.0,Yes,Yes,Medium,No,Medium
STU0777,Male,15.8,63.0,Yes,Yes,Medium,No,Medium
STU0778,Female,3.0,71.5,Yes,Yes,High,Yes,High
STU0779,Female,15.5,93.6,Yes,No,Low,No,High
STU0780,Male,11.3,92.1,Yes,Yes,Medium,No,Medium
STU0781,Male,19.3,59.3,Yes,Yes,Low,Yes,High
STU0782,Male,7.5,90.1,Yes,No,Low,No,Medium
STU0783,Female,13.0,72.9,No,Yes,Medium,Yes,Medium
STU0784,Female,18.7,74.1,Yes,No,Medium,No,High
STU0785,Female,2.9,56.7,No,Yes,High,No,Medium
STU0786,Male,18.8,54.0,Yes,Yes,Medium,No,Medium
STU0787,Male,14.1,86.4,No,Yes,High,No,High
STU0788,Female,2.3,74.8,Yes,No,Low,Yes,Medium
STU0789,Female,6.7,71.8,No,Yes,Low,No,Medium
STU0790,Male,14.5,86.5,No,Yes,Low,Yes,Medium
STU0791,Female,2.3,88.3,Yes,No,Low,Yes,Medium
STU0792,Female,12.1,57.9,No,Yes,Medium,No,Medium
STU0793,Male,7.6,80.5,Yes,Yes,Medium,No,Medium
STU0794,Female,12.8,56.8,Yes,Yes,Low,No,Medium
STU0795,Male,1.9,87.6,Yes,Yes,High,Yes,Medium
STU0796,Male,17.6,82.8,Yes,No,High,No,High
STU0797,Male,19.5,97.8,Yes,Yes,Low,No,High
STU0798,Male,19.4,53.4,Yes,Yes,Low,Yes,High
STU0799,Male,15.2,52.9,No,Yes,Low,Yes,Medium
STU0800,Male,3.5,64.1,Yes,No,Low,Yes,Medium
