UserID,Session_Time_Min,Pages_Visited,Clicks,Bounce_Rate,Items_Added_To_Cart,Purchase_Amount
740,92,9,96,75.14,1,329.35
741,40,38,33,75.53,13,3972.47
742,22,41,115,29.25,8,2819.05
743,138,17,127,69.75,10,2496.59
744,105,21,78,87.89,7,3377.43
745,134,21,140,86.63,6,3463.82
746,17,43,109,45.56,9,1654.33
747,76,41,82,79.11,3,2380.38
748,178,35,35,54.57,5,2905.79
749,80,34,137,55.18,7,22.21
750,153,3,154,29.14,6,706.59
751,33,20,12,40.74,11,1949.43
752,1,49,75,27.19,14,224.12
753,79,22,197,69.4,14,271.68
754,128,24,136,61.25,7,2573.09
755,145,43,42,74.36,3,3068.56
756,171,49,164,59.59,10,1212.44
757,147,29,73,32.17,14,4479.2
758,54,12,59,86.2,14,4045.72
759,114,35,110,62.06,9,4296.61
760,83,23,154,48.11,14,2284.91
761,84,14,176,72.21,0,4078.99
762,1,31,171,30.37,13,3342.54
763,144,39,119,74.87,5,468.66
764,152,24,191,37.06,14,67.26
765,152,40,84,15.97,8,4699.61
766,101,34,129,72.63,1,2697.56
767,169,39,54,25.28,5,3668.87
768,161,16,186,61.54,7,808.27
769,125,1,139,31.58,5,3490.97
770,95,22,69,64.84,11,3254.71
771,15,14,78,20.09,9,4508.54
772,65,35,82,59.91,6,1517.7
773,113,14,85,25.36,10,1817.88
774,140,3,182,50.27,12,3072.99
775,163,6,189,79.82,7,4398.65
776,37,45,110,48.03,6,1343.39
777,30,11,49,71.77,11,478.35
778,11,37,183,21.72,5,1626.35
779,32,27,63,62.57,6,3192.34
780,2,29,197,22.16,11,4987.45
781,138,11,35,71.49,14,867.47
782,124,2,139,67.12,7,4056.29
783,174,12,132,42.19,2,1123.53
784,22,24,72,47.6,4,2572.32
785,73,24,51,23.47,8,3744.63
786,118,33,101,60.84,9,539.92
787,55,18,192,83.01,11,3987.12
788,30,40,118,54.83,4,391.4
789,89,21,78,35.21,13,1622.93
790,21,22,173,42.76,7,164.92
791,82,19,66,27.46,0,4217.97
792,20,2,157,45.34,5,3011.01
793,113,17,102,49.61,1,828.3
794,167,40,109,85.26,3,585.03
795,35,4,134,44.39,12,2380.11
796,29,10,12,78.98,7,36.53
797,110,43,144,23.35,0,3960.82
798,56,14,174,53.61,1,4843.55
799,116,14,2,57.26,11,176.09
800,176,26,40,57.5,1,2929.12
801,67,11,5,50.17,11,3057.58
802,32,25,175,71.37,2,51.28
803,58,31,148,23.83,9,3828.34
804,78,31,191,15.45,9,1297.35
805,69,31,12,21.42,10,3262.59
806,28,43,144,55.06,3,1050.53
807,72,36,30,29.98,2,438.39
808,109,25,20,69.08,1,1253.32
809,60,31,85,15.03,6,4386.26
810,13,23,70,82.72,0,3800.38
811,18,42,137,86.14,7,2453.33
812,179,14,131,72.85,8,580.5
813,50,17,148,80.24,3,1053.35
814,43,6,62,40.27,14,4810.34
815,85,5,37,22.77,7,702.88
816,46,19,127,26.0,9,1437.71
817,24,38,185,50.1,11,2768.66
818,5,43,145,62.91,6,1849.44
819,158,12,122,55.5,8,1345.61
820,43,35,15,18.4,6,3397.0
821,53,15,19,68.18,0,782.71
822,152,36,178,73.12,3,2360.95
823,103,22,23,12.36,11,578.34
824,142,13,88,46.71,5,1438.71
825,164,46,24,45.02,8,1797.53
826,154,14,27,15.38,3,3198.52
827,13,6,23,24.14,1,2290.13
828,21,11,76,75.2,5,1423.64
829,90,30,139,56.77,10,3420.3
830,98,3,72,27.51,13,2365.81
831,40,9,24,46.67,2,3616.85
832,43,15,105,78.37,14,1927.89
833,59,7,10,18.18,14,3629.86
834,49,4,75,86.44,2,2846.23
835,175,32,33,21.31,10,1236.82
836,147,12,123,33.26,2,2719.82
837,140,25,93,24.52,5,676.11
838,36,32,141,47.56,1,45.9
839,122,15,28,34.84,12,3455.71
840,94,30,197,89.08,2,889.21
841,108,27,17,11.23,6,2960.85
842,33,8,164,35.72,13,2330.0
843,108,27,148,57.58,12,2180.54
844,127,15,196,37.2,3,1569.15
845,87,6,156,46.46,2,2610.55
846,62,49,118,44.02,13,4861.29
847,169,33,182,16.9,7,3830.48
848,19,21,190,61.92,0,2068.87
849,101,24,16,76.72,5,4361.56
850,31,23,53,52.23,6,2633.72
851,50,40,30,21.97,14,4929.23
852,170,14,32,48.5,0,4853.61
853,103,39,174,11.13,2,141.2
854,17,24,154,82.6,8,872.37
855,6,41,131,29.25,8,4192.3
856,60,31,98,82.19,13,1821.79
857,19,43,10,56.73,9,1232.97
858,40,3,165,88.67,14,2683.36
859,124,47,81,77.95,2,3359.02
860,45,21,172,10.89,8,1579.26
861,42,20,94,11.21,14,4300.58
862,70,28,28,69.48,7,2504.51
863,152,37,87,51.34,10,1157.99
864,150,5,141,70.43,1,3374.4
865,53,16,107,57.18,6,2350.71
866,78,27,146,28.58,10,755.96
867,152,23,92,72.93,10,363.4
868,153,32,66,12.48,6,3021.2
869,145,30,69,74.52,7,322.2
870,123,6,176,63.21,10,4866.72
871,115,7,18,63.86,3,1019.63
872,110,15,172,13.51,9,4932.74
873,163,18,37,26.78,6,1604.81
874,56,41,123,49.11,2,4635.2
875,28,46,59,45.37,5,3180.73
876,34,15,108,12.12,1,480.06
877,65,3,119,36.87,7,1282.18
878,111,7,49,87.4,7,1960.2
879,128,43,58,34.53,3,2100.08
880,131,34,98,60.62,13,2819.54
881,56,31,11,64.54,4,2973.92
882,22,1,163,59.89,4,1552.81
883,170,6,29,33.18,10,443.83
884,132,30,120,55.74,12,3454.63
885,100,3,192,66.33,2,2313.26
886,118,14,193,40.67,13,3418.99
887,12,5,61,32.42,3,2841.53
888,37,43,101,32.0,11,31.55
889,41,23,180,83.45,8,4011.6
890,58,27,102,61.56,1,3840.63
891,63,4,69,70.19,2,2016.88
892,71,5,111,55.43,1,3907.71
893,133,12,88,60.44,5,84.9
894,91,15,21,32.12,8,2130.25
895,89,33,193,81.43,2,2123.71
896,17,26,152,50.1,14,981.2
897,156,7,84,74.43,14,1096.34
898,119,24,64,51.44,8,240.0
899,155,20,185,19.31,0,3289.25
900,26,41,80,18.95,12,4791.68
901,177,25,90,47.13,1,4631.17
902,93,20,6,44.39,4,1002.29
903,60,17,122,83.06,2,2704.87
904,27,27,19,20.54,4,3972.53
905,81,36,68,64.92,10,1654.99
906,125,35,133,83.45,6,876.36
907,38,48,107,42.89,11,104.57
908,80,9,154,80.8,5,3692.38
909,137,29,104,21.54,2,1353.9
910,32,17,95,18.43,7,942.58
911,1,7,18,28.67,9,4494.03
912,9,48,9,51.7,12,4135.26
913,50,13,162,61.71,9,3973.98
914,165,18,159,71.7,9,280.37
915,109,40,167,71.32,3,4643.34
916,134,34,17,18.95,9,2251.52
917,165,11,177,79.92,9,1276.67
918,126,14,128,18.99,8,3657.59
919,39,16,175,81.82,4,185.91
920,132,43,177,86.61,6,739.34
921,177,19,120,56.73,13,2117.0
922,165,9,164,65.51,4,4858.24
923,138,29,101,39.58,14,169.1
924,113,9,117,54.05,6,309.24
925,99,2,137,76.57,9,580.9
926,8,40,164,22.76,0,1490.85
927,23,7,71,50.14,5,1308.05
928,113,36,194,42.74,3,851.17
929,71,21,66,79.31,11,3521.92
930,117,23,119,20.48,2,3633.9
931,66,36,76,81.34,3,1957.68
932,38,31,140,30.02,9,2697.84
933,148,28,42,58.46,13,2893.75
934,159,16,132,40.39,0,4112.24
935,158,25,164,84.62,14,2100.79
936,176,36,183,25.8,7,4518.43
937,10,9,124,50.2,4,4073.06
938,81,3,167,28.26,1,2717.77
939,137,10,5,74.1,10,1447.11
940,107,36,55,31.68,3,3650.96
941,58,9,154,86.28,4,3498.18
942,160,1,56,83.95,11,732.5
943,88,1,185,48.02,5,4524.48
944,144,9,177,11.03,11,952.12
945,110,27,142,87.23,0,322.53
946,12,31,141,64.88,14,16.96
947,163,3,24,49.36,4,3836.99
948,107,43,82,58.33,14,16.17
949,175,19,128,18.88,9,1241.33
950,145,33,141,22.6,0,4859.7
951,29,6,175,61.11,1,516.88
952,57,26,184,13.92,5,2941.38
953,36,46,160,66.18,4,283.95
954,7,43,40,83.58,5,2311.11
955,147,24,24,66.72,9,3109.93
956,28,20,113,54.85,8,2656.56
957,105,42,146,73.54,3,3349.77
958,149,13,14,69.88,0,759.11
959,5,18,32,57.25,6,3517.99
960,109,29,90,25.76,14,155.56
961,177,29,69,10.63,3,1481.04
962,129,41,194,46.58,14,4637.28
963,156,47,96,29.28,9,917.96
964,121,16,2,28.17,4,773.04
965,44,4,63,50.54,6,2056.8
966,118,44,188,40.03,5,2171.56
967,176,47,105,50.32,6,1412.93
968,140,30,135,31.54,6,947.43
969,18,11,15,58.81,8,1170.55
970,117,1,48,59.76,8,3401.22
971,45,47,87,26.71,9,571.89
972,51,28,91,55.4,6,584.51
973,5,8,77,45.62,2,792.26
974,159,10,92,87.55,6,4525.74
975,45,6,91,67.74,4,4258.01
976,59,39,30,24.55,8,4746.18
977,130,28,130,80.56,14,4689.85
978,82,38,94,48.16,9,311.4
979,35,15,195,77.75,13,4073.49
980,172,44,55,76.47,9,1731.82
981,153,26,150,11.39,1,4061.13
982,16,39,93,28.69,10,4733.06
983,58,47,14,82.89,0,3538.09
984,41,5,143,71.58,9,4227.47
985,44,3,178,20.83,2,2792.12
986,110,40,14,26.98,3,2621.51
987,148,13,113,59.49,2,4741.98
988,59,18,162,32.3,6,2131.8
989,117,29,131,26.34,0,481.89
990,32,24,44,88.67,9,1077.88
991,84,18,17,46.69,4,3382.39
992,39,17,176,51.55,14,2031.44
993,143,40,35,62.18,8,3864.59
994,146,32,161,16.06,3,2671.74
995,29,36,101,41.72,12,673.32
996,129,6,62,82.43,4,3309.58
997,107,22,61,85.46,11,4749.83
998,118,16,55,49.62,4,2562.04
999,45,37,17,81.38,3,4400.65
1000,66,10,186,49.92,0,4856.99
