GDP_per_capita,Social_support,Healthy_life_expectancy,Freedom,Generosity,Corruption_perception,Happiness_Score
42452.24,0.33,64.0,0.84,0.34,0.01,7.13
79440.7,0.67,79.15,0.8,0.19,0.41,8.54
6366.83,0.81,45.88,0.96,0.13,0.33,5.07
44531.42,0.76,75.57,0.54,0.09,0.69,6.87
77559.55,0.8,45.62,0.49,0.28,0.77,6.53
42086.28,0.44,75.74,0.4,0.26,0.3,6.21
50537.19,0.82,52.41,0.15,-0.07,0.81,5.05
55812.02,0.12,79.47,0.57,0.18,0.29,6.79
36636.01,0.54,82.48,0.28,0.24,0.45,6.68
50390.87,0.01,46.7,0.92,0.26,0.73,4.97
46952.99,0.32,60.82,0.58,-0.03,0.69,5.33
72142.06,0.37,84.14,0.59,0.39,0.99,7.33
4112.99,0.4,61.75,0.35,-0.18,0.23,3.94
22836.57,0.7,78.86,0.05,0.08,0.66,5.18
76057.71,0.39,66.49,0.03,0.42,0.61,6.87
71275.97,0.45,56.89,0.42,0.25,0.92,5.91
36724.71,0.24,52.86,0.08,0.01,0.16,4.13
49800.54,0.37,49.15,0.61,0.36,0.75,5.0
22551.8,0.23,74.28,0.88,0.25,0.57,6.78
15455.63,0.07,57.39,0.88,0.44,0.27,4.73
37364.02,0.6,63.01,0.66,0.39,0.47,6.33
28591.5,0.67,62.15,0.21,0.29,0.33,5.76
46900.66,0.62,65.98,0.86,0.19,0.58,7.07
6679.9,0.46,78.95,0.89,-0.09,0.89,5.69
77964.39,0.38,84.13,0.2,0.01,0.57,7.58
78903.75,0.86,58.34,0.74,0.14,0.63,7.8
56003.86,0.52,77.24,0.29,0.28,0.52,6.51
43119.66,0.48,74.4,0.8,0.21,0.05,7.3
25107.45,0.03,65.81,1.0,0.03,0.23,5.49
65196.7,0.34,83.02,0.03,-0.19,0.49,6.73
54936.13,0.38,49.02,0.9,0.2,0.31,5.71
13428.05,0.4,44.92,0.62,0.03,0.18,4.59
72918.71,0.58,78.43,0.97,0.39,0.5,8.74
65891.71,0.53,59.76,0.47,-0.18,0.32,6.44
76009.09,0.61,78.11,0.85,0.27,0.26,8.71
58194.7,0.76,80.19,0.06,0.55,0.46,7.33
49266.51,0.81,42.81,0.34,-0.06,0.13,5.77
33750.32,0.72,79.76,0.07,0.18,0.93,6.02
74651.91,0.96,60.17,0.98,-0.13,0.87,7.89
69352.08,0.02,62.97,0.82,0.3,0.71,6.14
4094.88,0.2,68.2,0.85,0.24,0.11,5.21
2596.17,0.01,81.69,0.94,0.13,0.78,4.49
30428.84,0.65,40.86,0.09,0.22,0.81,4.08
64938.99,0.9,61.46,0.39,0.52,0.77,7.38
78988.45,0.24,70.95,0.07,-0.04,0.11,6.06
12458.14,0.93,72.52,0.21,-0.18,0.64,5.15
47733.39,0.06,71.16,0.23,0.49,0.83,5.07
30780.82,0.93,46.05,0.47,0.26,0.58,5.09
77608.19,0.35,53.47,0.27,0.51,0.65,5.83
67448.45,0.1,56.14,0.1,0.28,0.46,4.72
67147.13,0.49,76.2,0.17,0.45,0.53,6.93
37761.11,0.26,52.54,0.15,0.14,0.03,4.41
33478.15,0.28,49.48,0.97,0.4,0.64,4.86
22235.86,0.31,83.09,0.76,0.53,0.08,7.74
4981.85,0.8,40.4,0.97,0.26,0.44,5.48
69245.43,0.54,84.9,0.44,-0.06,0.29,7.47
65125.63,0.31,70.46,0.28,0.02,0.55,6.07
79977.56,0.61,77.28,0.8,-0.04,0.13,8.62
79732.63,0.72,53.26,0.33,-0.0,0.69,6.64
44656.82,0.27,40.64,0.3,0.05,0.8,3.38
61634.5,0.41,73.2,0.23,0.24,0.16,7.14
75608.88,0.12,77.54,0.13,0.27,0.1,6.64
68046.97,0.18,73.32,0.26,0.14,0.15,6.08
20164.17,0.68,46.43,0.36,0.29,0.88,4.51
36318.26,0.18,73.9,0.67,-0.13,0.53,5.86
10768.17,0.53,74.6,0.06,-0.13,0.47,5.35
76347.06,0.71,69.63,0.21,-0.06,0.11,6.96
48690.88,0.11,74.48,0.81,0.21,0.65,6.43
18677.1,0.57,78.07,0.15,-0.03,0.87,4.79
53900.2,0.26,67.61,0.34,0.03,0.83,5.46
49641.2,0.96,43.99,0.86,0.12,0.63,5.99
28973.94,0.48,61.94,0.15,0.45,0.08,5.25
9527.83,0.81,43.49,0.08,-0.19,0.11,3.62
53890.07,0.55,58.34,0.48,0.32,0.05,6.72
41864.46,0.04,58.32,0.3,0.34,0.26,4.66
61899.31,0.63,42.97,0.56,0.44,0.14,6.71
41853.0,0.95,55.7,0.8,0.55,0.26,7.85
68248.43,0.6,44.99,0.14,-0.18,0.39,5.28
44376.59,0.82,76.37,0.58,-0.08,0.94,7.11
45094.57,0.88,82.65,0.51,0.51,0.61,8.14
70193.96,0.23,43.25,0.14,0.17,0.83,3.94
32576.89,0.21,82.98,0.62,0.25,0.71,6.49
11154.21,0.61,63.52,0.27,0.33,0.11,5.25
2788.22,0.41,53.48,0.49,0.34,0.74,4.26
60533.41,0.84,43.46,0.08,0.55,0.28,6.64
49814.61,0.9,62.53,0.46,0.6,0.64,7.33
56474.34,0.35,75.75,0.31,0.38,0.34,6.31
17430.65,0.24,71.82,0.82,0.03,1.0,4.58
11341.53,0.78,42.26,0.06,0.5,0.26,4.84
1656.3,0.27,43.28,0.42,-0.16,0.28,2.87
28371.71,0.82,58.13,0.46,-0.02,0.93,5.17
47398.46,0.42,53.29,0.73,0.52,0.02,6.85
31683.4,0.67,50.46,0.57,0.0,0.7,5.19
35279.26,0.1,52.65,0.67,-0.02,0.73,4.21
72380.62,0.62,76.16,0.78,-0.09,0.84,7.39
28186.31,0.45,81.82,0.86,0.49,0.97,6.65
41362.16,0.59,58.23,0.31,0.2,0.98,5.32
62800.41,0.17,80.77,0.54,0.34,0.07,7.57
32025.15,0.74,54.47,0.84,-0.01,0.82,5.51
49955.89,0.86,61.44,0.99,0.41,0.65,7.95
69057.91,0.22,50.17,0.89,0.41,0.65,6.15
75986.89,0.1,68.82,0.37,0.05,0.13,6.15
12192.34,0.02,84.05,0.2,0.13,0.65,4.18
74163.72,0.64,67.16,0.49,-0.03,0.98,6.29
39623.25,0.61,56.1,0.74,0.58,0.91,6.02
21030.43,0.55,69.15,0.49,0.32,0.44,6.23
37001.29,0.23,45.53,0.48,0.55,0.04,4.95
78412.59,0.39,79.99,0.84,0.04,0.36,8.14
39663.14,0.59,62.64,0.36,0.43,0.83,5.54
26635.75,0.5,60.22,0.86,0.41,0.7,5.81
50855.37,0.99,66.36,0.41,0.35,0.46,6.94
19591.58,0.14,68.12,0.33,0.57,0.06,5.32
6531.13,0.7,43.23,0.45,0.11,0.43,4.08
10745.94,0.4,70.72,0.76,-0.1,0.47,5.39
10679.64,0.43,50.89,0.13,0.34,0.93,3.45
12576.26,0.72,72.13,0.2,0.38,0.64,5.17
11536.76,0.69,77.01,0.95,0.26,0.31,7.33
51449.54,0.99,76.18,0.18,-0.03,0.53,7.09
14959.47,0.13,64.86,0.57,0.2,0.07,5.04
27980.55,0.1,63.41,0.58,0.05,0.97,4.17
71794.68,0.72,46.43,0.49,0.14,0.36,6.31
38179.95,0.58,74.89,0.64,0.32,0.48,6.98
53570.84,0.27,52.21,0.23,0.4,0.36,5.37
14199.43,0.08,62.35,0.55,-0.01,0.68,3.31
15786.98,0.09,52.79,0.37,0.12,0.66,3.17
3749.05,0.89,46.02,0.66,0.02,0.72,4.42
13930.34,0.19,68.33,0.14,-0.04,0.27,4.19
22647.93,0.32,42.44,0.57,0.43,0.32,4.86
14572.33,0.23,73.69,0.19,0.53,0.13,5.13
7551.85,0.35,54.29,0.28,0.1,0.66,3.38
10090.55,0.07,40.01,0.22,0.4,0.04,3.06
37131.91,0.52,63.0,0.18,0.52,0.6,5.36
16903.53,0.07,42.11,0.83,0.48,0.87,3.58
29459.45,0.8,52.43,0.29,-0.05,0.89,4.81
40521.67,0.23,71.81,0.93,0.57,0.45,6.58
55386.39,0.54,42.82,0.97,0.1,0.46,6.13
3625.32,0.88,77.77,0.57,0.07,0.08,6.11
64053.13,0.65,40.17,0.14,-0.15,0.67,4.43
50418.08,0.53,51.11,0.37,0.19,0.82,5.0
6999.84,0.32,73.34,0.8,-0.11,0.24,5.84
69949.5,0.33,54.23,0.37,-0.0,0.42,5.52
73709.36,0.67,44.59,0.09,0.05,0.84,4.48
5355.7,0.99,56.21,0.56,0.45,0.88,4.85
22511.77,0.66,52.17,0.85,0.5,0.24,6.24
64593.0,0.56,77.92,0.8,0.04,0.55,7.83
59986.65,0.73,54.1,0.18,0.49,0.19,6.73
15169.42,0.47,75.5,0.67,0.49,0.1,6.7
17143.27,0.06,80.13,0.22,0.41,0.91,4.9
29952.53,0.56,59.52,0.22,-0.08,0.82,4.25
39019.58,0.96,80.95,0.87,0.35,0.76,8.38
49651.25,0.18,56.98,0.25,0.56,0.05,5.19
29828.63,0.69,83.38,0.26,0.35,0.84,6.14
37271.51,0.2,44.02,0.0,0.07,0.44,2.82
59923.94,0.54,70.92,0.87,0.2,0.34,7.54
3416.31,0.1,62.22,0.79,0.32,0.55,4.42
20568.74,0.45,57.44,0.63,0.21,0.09,5.52
57211.29,0.76,68.47,0.75,-0.1,0.76,6.91
71668.94,0.35,71.67,0.15,0.05,0.58,5.86
41178.36,0.66,40.2,0.46,0.44,0.19,5.55
42803.02,0.8,47.51,0.35,0.49,0.19,5.73
9020.17,0.93,72.09,0.09,-0.09,0.18,5.99
36069.28,0.23,69.99,0.49,0.56,0.06,6.31
42843.07,0.4,83.47,0.92,0.06,0.59,6.98
19776.41,0.15,74.25,0.04,0.33,0.84,4.7
21904.84,0.99,82.78,0.29,0.4,0.02,7.31
30494.09,0.93,71.61,0.21,0.45,0.05,6.81
2095.66,0.54,53.41,0.24,0.56,0.57,3.94
26105.29,0.84,44.74,0.91,0.05,0.82,5.29
17310.12,0.52,75.18,0.47,0.49,0.33,6.41
26536.04,0.62,68.99,0.47,-0.09,0.35,5.95
10021.09,0.09,42.17,0.76,0.36,0.6,4.34
71296.92,0.76,56.2,0.15,0.39,0.27,6.21
47690.6,0.13,83.06,0.49,0.34,0.03,7.14
54488.63,0.83,62.52,0.43,0.0,0.74,6.16
63239.11,0.78,59.47,0.6,0.5,0.63,7.13
40126.15,0.71,60.6,1.0,-0.06,0.58,6.31
7410.16,0.04,49.4,0.77,-0.16,0.74,2.72
43199.97,0.3,56.59,0.4,0.37,0.68,5.61
47153.87,0.26,56.64,0.83,0.18,0.21,6.28
59762.44,0.36,42.36,0.17,0.48,0.35,5.12
34816.93,0.09,74.54,0.03,0.11,0.13,5.4
10642.63,0.94,58.74,0.2,-0.07,0.13,4.77
23060.18,0.55,77.0,0.34,0.47,0.68,5.65
29365.04,0.31,78.27,0.51,0.24,0.86,4.95
51850.42,0.4,49.54,0.62,-0.05,0.96,4.52
45876.88,0.45,69.58,0.91,0.38,0.63,6.99
28809.69,0.6,61.25,0.51,0.21,0.18,5.99
78927.96,0.52,79.61,0.5,0.28,0.11,8.41
48659.1,0.92,49.71,0.05,0.17,0.81,4.83
19359.53,0.5,70.5,0.03,0.46,0.58,5.37
8591.71,0.99,67.35,0.55,0.46,0.62,6.45
12652.3,0.85,53.29,0.44,0.37,0.78,5.28
20053.64,0.21,46.15,0.84,-0.12,0.7,3.17
13274.17,0.93,69.32,0.16,0.47,0.83,5.79
15332.08,0.12,73.24,0.02,0.34,0.06,4.38
23165.07,0.82,54.2,0.45,0.36,0.75,5.28
14283.2,0.38,69.02,0.24,0.09,0.85,4.41
71792.85,0.88,57.78,0.05,0.5,0.29,7.22
6878.58,0.87,72.09,0.72,0.38,0.64,6.19
42198.66,0.81,48.96,0.11,-0.11,0.31,5.05
33126.55,0.79,80.06,0.61,0.13,0.96,6.22
78599.1,0.3,52.93,0.28,0.51,0.03,6.96
9407.09,0.08,56.55,0.17,-0.16,0.58,2.7
32129.52,0.4,42.61,0.38,0.57,0.17,5.32
77572.9,0.17,45.02,0.8,0.34,0.71,5.67
69307.82,0.69,63.21,0.39,0.31,0.18,7.25
65457.23,0.35,52.04,0.75,0.02,0.24,5.94
21003.27,0.98,77.6,0.13,-0.0,0.49,6.42
14085.56,0.64,40.66,0.77,0.55,0.91,4.43
53657.14,0.82,57.06,0.24,0.04,0.21,6.49
74385.39,0.13,55.18,0.68,0.42,0.14,6.52
44762.65,0.86,40.87,0.57,0.11,0.76,4.74
45943.21,0.92,45.6,0.93,-0.09,0.5,6.12
22758.34,0.49,58.61,0.39,-0.19,0.91,3.67
61674.69,0.61,62.18,0.07,0.24,0.15,6.42
15369.98,0.76,58.19,0.02,0.58,0.65,4.62
26232.5,0.17,63.89,0.83,0.1,0.23,5.73
34322.2,0.5,66.78,0.52,0.09,0.16,6.08
40855.03,0.4,40.45,0.78,0.08,0.68,4.56
19771.57,0.15,60.88,0.23,0.22,0.59,4.14
9629.53,0.37,83.36,0.35,0.15,0.75,5.43
49044.29,0.07,63.36,0.03,0.5,0.31,5.11
23446.13,0.03,70.49,0.96,0.2,0.45,5.29
46708.44,0.14,54.03,0.67,0.21,0.41,4.68
12771.84,0.96,74.83,0.93,-0.09,0.98,6.15
38750.64,0.55,74.78,0.27,0.59,0.29,6.62
42840.86,0.97,63.46,0.61,-0.0,0.29,7.04
4619.97,0.43,83.92,0.68,-0.14,0.35,5.59
27260.04,0.31,45.65,0.32,0.33,0.56,4.24
11185.97,0.51,40.76,0.85,0.28,0.25,4.55
5538.31,0.44,74.66,0.95,0.13,0.92,5.42
79201.84,0.11,76.32,0.88,0.14,0.27,7.99
26127.13,0.64,45.41,0.74,0.43,0.9,5.16
64885.02,0.22,51.95,0.28,-0.04,0.1,5.22
20743.93,0.62,40.79,0.28,0.46,0.66,4.03
54679.47,0.65,53.2,0.96,0.32,0.91,6.33
60938.11,0.15,74.79,0.01,0.14,0.17,5.63
47853.28,0.06,63.31,0.72,0.17,0.97,4.87
37990.31,0.78,55.66,0.71,0.01,0.45,6.32
33241.35,0.46,56.73,0.62,0.4,0.95,5.16
28235.03,0.06,40.06,0.99,0.21,0.68,3.62
74397.57,0.99,53.49,0.31,0.06,0.3,7.66
66534.24,0.06,69.09,0.34,0.28,0.19,6.32
77219.64,0.7,83.84,0.08,0.6,0.3,8.01
10381.63,0.98,78.12,0.44,0.15,0.09,6.8
58603.96,0.24,41.06,0.26,0.54,0.14,5.21
75098.07,0.14,80.44,0.34,0.08,0.1,7.57
14908.03,0.12,75.24,0.83,-0.16,0.42,4.76
5786.45,0.3,75.12,0.94,-0.04,0.8,5.39
59419.09,0.1,60.61,0.19,0.13,0.14,5.73
46170.61,0.69,57.91,0.37,-0.02,0.13,5.88
67425.39,0.06,53.63,0.93,-0.2,0.64,5.26
11611.9,0.51,42.96,0.06,0.53,0.2,3.74
63723.75,1.0,50.27,0.09,0.48,0.1,6.97
16529.37,0.81,51.1,0.16,0.39,0.17,5.22
13510.65,0.62,61.78,0.6,-0.07,0.92,4.81
13559.13,0.31,73.63,0.15,-0.1,0.82,4.31
65258.69,0.62,61.32,0.97,-0.15,0.35,6.97
53383.18,0.53,42.6,0.45,0.38,0.66,4.66
42083.7,0.43,83.1,0.5,0.54,0.54,7.13
29027.02,0.13,82.42,0.25,0.14,0.68,5.21
70237.44,0.89,75.33,0.47,-0.1,0.68,7.62
31699.39,0.45,84.61,0.66,0.21,0.63,6.6
65419.66,0.19,64.5,0.75,0.08,0.27,6.57
35411.23,0.37,83.32,0.75,0.1,0.04,7.63
30467.08,0.41,43.4,0.58,0.3,0.46,4.79
37283.04,0.83,56.46,0.9,0.37,0.89,6.4
24459.54,0.73,50.14,0.82,-0.11,0.57,5.08
59934.95,0.77,48.81,0.76,-0.17,0.83,5.82
40466.27,0.01,46.34,0.06,0.6,0.99,3.85
18960.91,0.42,68.01,0.01,-0.01,0.16,4.58
72016.18,0.48,75.16,0.21,-0.16,0.69,6.31
31019.35,0.02,66.02,0.66,-0.05,0.67,4.39
43712.45,0.26,46.61,0.41,-0.17,0.98,3.93
72564.53,0.76,76.5,0.4,0.11,0.99,7.86
50126.92,0.14,68.62,0.88,0.44,0.69,6.51
9793.39,0.54,57.47,0.9,0.07,0.24,5.45
75216.65,0.22,70.34,0.91,0.16,0.8,6.97
50402.79,0.01,51.7,0.31,0.34,0.11,4.18
27125.0,0.24,55.53,0.69,0.21,0.78,4.8
11572.13,0.98,81.29,0.27,0.49,0.91,6.49
63625.0,0.8,53.07,0.19,0.49,0.38,6.79
49795.78,0.96,61.15,0.18,-0.19,0.63,5.67
42910.16,0.49,80.06,0.34,0.42,0.43,6.74
71564.46,0.11,71.85,0.43,0.17,0.44,6.24
63193.48,0.55,42.8,0.83,0.59,0.31,7.08
12558.15,0.45,46.63,0.12,0.19,0.76,3.14
25281.9,0.84,40.35,0.73,0.59,0.94,5.96
20254.89,0.1,68.39,0.53,0.4,0.94,4.69
59643.73,0.49,60.15,0.29,-0.0,0.17,5.65
3165.83,0.15,46.04,0.49,0.23,0.87,2.8
45806.23,0.32,83.11,0.3,0.59,0.74,6.41
61115.47,0.74,63.83,0.6,0.49,0.25,7.07
70202.87,0.48,50.89,0.43,-0.12,0.07,6.52
27695.5,0.38,62.53,0.16,0.37,0.27,5.34
65789.96,0.39,70.58,0.12,0.08,0.91,5.81
9295.22,0.46,43.43,0.55,-0.19,0.63,3.37
67792.96,0.79,52.36,0.9,0.12,0.72,6.59
10635.35,0.89,76.31,0.34,-0.01,0.26,6.02
32084.34,0.96,60.68,0.73,0.46,0.72,7.09
63884.98,0.79,64.6,0.66,0.07,0.03,7.45
12418.44,0.32,59.48,0.93,0.46,0.38,4.79
18725.49,0.69,41.98,0.82,-0.2,0.63,4.33
57919.08,0.44,47.46,0.57,0.05,0.15,5.7
57742.9,0.25,60.05,0.66,-0.01,0.82,5.44
51471.24,0.84,49.41,0.9,-0.01,0.24,7.01
55668.9,0.04,42.25,0.4,-0.15,0.65,3.82
43646.59,0.9,77.96,0.33,-0.05,0.41,7.11
20518.03,0.46,84.15,0.01,0.24,0.6,5.82
27982.83,0.64,75.69,0.83,0.03,0.11,6.61
14937.02,0.66,78.42,0.8,0.13,0.02,7.18
72721.82,0.9,50.89,0.1,0.1,0.91,6.07
46879.65,0.64,83.23,0.58,0.5,0.27,7.67
32367.69,0.61,48.86,0.46,0.52,0.82,4.7
37229.46,0.07,82.81,0.12,0.19,1.0,4.58
75809.03,0.52,84.77,0.98,0.06,0.21,8.69
12691.44,0.15,72.03,0.21,-0.11,0.27,4.43
47105.27,0.74,84.15,0.07,0.56,0.66,7.02
40718.15,0.51,65.63,0.59,-0.15,0.97,5.02
49110.61,0.68,51.68,0.74,0.04,0.92,5.47
1939.76,0.04,59.66,0.03,0.04,0.5,3.05
69833.85,0.08,66.71,0.66,0.06,0.8,5.86
74603.4,0.72,43.29,0.53,-0.07,0.14,6.36
45428.09,0.07,68.01,0.1,0.43,0.98,4.56
55883.74,0.07,84.15,0.17,-0.1,0.96,5.59
73838.7,0.01,48.55,0.57,0.31,0.16,5.5
56725.47,0.96,75.67,0.3,-0.1,0.3,7.82
12626.85,0.74,80.86,0.94,-0.14,0.1,7.09
46314.92,0.35,82.47,0.82,0.53,0.27,7.76
48733.85,0.3,83.21,0.98,-0.05,0.82,7.57
34218.39,0.35,63.47,0.26,0.46,0.38,5.14
59047.32,0.77,83.98,0.97,0.24,0.09,9.06
74782.18,0.66,74.08,0.43,-0.14,0.34,7.04
74082.7,0.19,47.28,0.35,0.56,0.98,5.46
36341.73,0.17,61.46,0.05,-0.0,0.63,4.46
9502.42,0.1,72.32,0.05,0.49,0.42,4.85
78794.88,0.66,51.13,0.69,-0.06,0.17,7.4
67192.4,0.76,68.83,0.46,0.48,0.99,7.21
10410.68,0.27,70.0,0.23,-0.19,0.82,3.52
73706.93,0.02,47.32,0.61,0.21,0.28,5.01
69656.76,0.08,65.43,0.25,0.42,0.07,6.94
41747.63,0.97,74.72,0.58,0.55,0.06,8.53
47506.4,0.3,62.45,0.36,0.53,0.12,6.04
32220.71,0.77,40.54,0.82,0.46,0.58,6.13
4853.55,0.62,40.41,0.82,0.51,0.93,4.04
27148.18,0.38,56.07,0.48,-0.04,0.5,4.67
64326.85,0.21,81.68,0.35,0.03,0.84,6.09
868.25,0.12,50.29,0.36,0.03,0.45,3.11
27013.18,0.62,68.55,0.81,0.1,0.71,6.07
32154.41,0.77,49.99,0.33,0.11,0.73,4.48
43222.95,0.64,54.48,0.21,0.24,0.17,5.75
73628.52,0.53,78.16,0.08,-0.07,0.36,7.17
28034.51,0.04,72.8,0.47,0.35,0.64,5.04
28082.78,0.97,44.29,0.48,-0.07,0.07,5.8
59131.35,0.8,59.29,0.84,0.05,0.36,6.98
36451.33,0.29,41.31,0.22,0.2,0.53,3.78
18356.08,0.98,61.64,0.38,0.44,1.0,5.51
36468.94,0.6,69.81,0.81,0.39,0.47,7.22
11698.13,0.58,45.33,0.82,0.32,0.82,4.59
14522.77,0.75,53.0,0.38,-0.08,0.43,4.84
40120.24,0.81,57.9,0.46,0.24,0.8,6.23
33804.57,0.66,81.38,0.3,-0.13,0.6,6.31
73230.25,0.13,84.7,0.93,0.1,0.89,7.4
29310.31,0.34,42.02,0.12,0.13,0.41,3.28
46656.77,0.93,74.25,0.93,-0.17,0.6,7.56
50765.01,0.22,56.73,0.68,0.02,0.63,5.07
1541.01,0.37,57.66,0.53,0.56,0.42,4.63
53251.22,0.43,73.94,0.03,0.56,0.14,6.63
14653.86,0.44,81.33,0.48,0.08,0.09,5.81
76905.09,0.61,82.79,0.41,-0.17,0.02,7.48
12318.69,0.94,65.97,0.16,-0.06,0.87,4.65
33462.62,0.24,56.07,0.66,0.11,0.24,5.23
7285.3,0.12,75.44,0.97,0.56,0.21,5.74
79751.5,0.2,51.3,0.56,-0.09,0.74,5.36
40424.5,0.89,65.38,0.71,0.41,0.32,8.07
47833.11,0.65,56.14,0.07,-0.11,0.51,5.3
5832.58,0.29,69.55,0.42,0.59,0.16,5.88
60121.86,0.82,50.82,0.12,0.11,0.96,5.43
17187.49,0.86,48.62,0.61,0.42,0.85,5.59
71895.32,0.85,81.32,0.94,0.07,0.86,8.33
16808.6,0.92,44.58,0.66,0.3,0.41,5.33
15659.67,0.25,62.77,0.08,-0.05,0.76,2.59
3405.7,0.76,49.94,0.35,-0.08,0.14,4.75
38029.32,0.46,41.75,0.55,0.55,0.01,6.09
45404.87,0.84,41.62,0.4,0.53,0.02,6.19
5723.84,0.73,47.88,0.83,0.51,0.59,5.22
62154.45,0.78,79.0,0.81,0.3,0.46,8.27
36536.46,0.66,52.71,0.61,0.45,0.52,6.09
42189.03,0.18,82.77,0.37,-0.14,0.01,6.48
35540.64,0.55,66.17,0.26,0.07,0.42,4.98
32360.66,0.98,59.65,0.11,0.05,0.72,5.55
44991.41,0.94,66.1,0.35,0.31,0.44,6.91
12841.6,0.04,63.25,0.41,0.08,0.73,3.66
14963.29,0.16,74.14,0.68,-0.08,0.23,5.31
69011.96,0.13,52.71,0.66,0.28,0.81,5.42
75716.18,0.73,55.89,0.07,0.45,0.59,6.55
30178.09,0.82,80.23,0.4,0.11,0.21,7.0
22024.2,0.21,82.59,0.18,-0.09,0.24,5.43
51697.96,0.51,80.17,0.16,-0.04,0.63,6.25
32994.37,0.84,58.88,0.83,-0.01,0.83,6.08
2518.22,0.73,75.12,0.04,0.04,0.42,4.61
12914.13,0.54,61.44,0.42,0.31,0.26,5.18
57419.79,0.59,62.39,0.17,0.28,0.87,6.01
52884.45,0.51,49.21,0.88,0.36,0.67,6.15
2654.13,0.3,66.6,0.56,0.09,0.45,4.7
18146.79,0.57,48.38,0.23,0.46,0.49,5.03
18870.45,0.69,54.92,0.5,-0.04,0.2,5.51
53915.47,0.87,78.48,0.73,0.18,0.63,8.0
2066.99,0.64,49.32,0.96,0.44,0.36,5.25
8776.63,0.76,43.2,0.22,-0.06,1.0,2.45
64093.33,0.16,43.11,0.89,-0.11,0.48,5.06
14694.3,0.46,82.34,0.93,0.51,0.49,6.91
52393.32,0.01,62.81,0.92,0.07,0.57,5.75
19435.53,0.25,58.42,0.64,0.35,0.92,4.4
8405.59,0.73,76.49,0.63,-0.18,0.8,5.36
19832.19,0.99,77.61,0.4,0.35,0.45,6.5
57920.22,0.1,54.95,0.75,0.05,0.72,4.87
68527.87,0.4,71.21,0.53,-0.16,0.59,6.59
66502.48,0.8,74.7,0.68,0.29,0.49,8.71
32076.09,0.2,69.46,0.43,-0.01,0.19,5.26
53612.77,0.56,46.82,0.73,0.11,0.46,5.92
16796.25,0.73,79.41,0.82,-0.14,0.25,7.05
23805.24,0.62,64.26,0.15,-0.08,0.91,4.12
71758.7,0.19,52.71,0.83,0.04,0.34,6.23
1533.65,0.36,59.14,0.54,-0.13,0.95,3.2
7297.93,0.78,41.69,0.84,0.53,0.53,5.5
17026.96,0.55,45.75,0.43,-0.2,0.63,3.73
2609.31,0.01,74.45,0.38,0.19,0.54,4.15
14924.12,0.76,40.0,0.92,-0.1,0.13,4.86
46851.8,0.04,58.75,0.25,0.05,0.38,4.68
34003.25,0.75,63.51,0.84,0.54,0.1,8.13
71467.4,0.2,42.46,0.48,-0.07,0.62,4.39
65486.76,0.96,83.79,0.51,0.57,0.45,8.98
27674.48,0.37,50.18,0.31,-0.04,0.78,3.79
21124.16,0.33,53.69,0.57,0.39,0.22,5.32
30685.55,0.15,53.68,0.33,0.24,0.16,4.34
47428.45,0.31,50.37,0.04,0.51,0.41,3.96
21811.06,0.88,40.07,0.27,0.24,0.93,4.59
50119.84,1.0,72.82,0.01,0.23,0.71,6.94
33048.23,0.37,83.51,0.98,-0.04,0.42,6.38
44387.75,0.45,50.09,0.97,-0.07,0.52,5.4
35172.06,0.72,69.84,0.4,0.53,0.08,7.61
23910.03,0.89,73.39,0.73,0.06,0.98,6.78
75902.04,0.59,78.18,0.35,0.1,0.67,7.62
61206.66,0.39,59.02,0.67,0.41,0.29,6.73
11639.0,0.41,53.63,0.81,0.07,0.59,4.59
69543.2,0.7,54.64,0.95,0.56,0.11,8.15
39250.78,0.0,72.07,0.4,0.39,0.97,5.23
71616.9,0.62,76.76,0.78,0.28,0.17,8.3
64088.49,0.36,48.17,0.27,0.5,0.65,5.16
34304.47,0.79,56.69,0.99,-0.16,0.25,6.8
2286.31,0.09,80.59,0.03,0.01,0.72,3.6
21859.85,0.59,76.3,0.6,0.17,0.78,6.4
43559.92,0.48,84.32,0.66,-0.02,0.67,6.58
50861.52,0.64,73.94,0.69,0.4,0.61,7.38
21002.07,0.06,57.69,0.12,0.54,0.89,3.3
11578.81,0.58,66.58,0.94,0.14,0.08,6.33
66876.95,0.56,69.75,0.18,0.07,0.33,6.2
78759.97,0.56,43.53,0.62,0.57,0.25,6.88
42292.37,0.6,64.5,0.22,0.16,0.99,4.8
14148.5,0.68,71.92,0.31,0.19,0.39,5.88
22148.43,0.8,47.53,0.55,0.08,0.73,5.05
1962.06,0.27,75.13,0.42,0.53,0.68,4.41
73186.76,0.83,66.27,0.16,0.26,0.21,7.89
9861.21,0.5,82.85,0.17,0.41,0.24,6.69
46333.06,0.08,41.91,0.42,0.45,0.28,4.54
22287.39,0.06,51.94,0.76,0.07,0.41,4.0
44557.15,0.33,67.07,0.9,0.15,0.23,7.49
52287.92,0.78,53.35,0.08,0.48,0.02,6.09
66464.47,0.71,72.15,0.39,0.09,0.88,6.84
16910.49,0.79,74.16,0.1,0.44,0.97,5.55
1374.17,0.52,44.61,0.02,0.55,0.34,4.06
11382.41,0.44,63.12,0.66,0.3,0.34,5.5
72051.48,0.15,62.9,0.6,0.39,0.01,6.82
69974.26,0.33,56.62,0.16,0.44,0.68,5.4
47994.34,0.43,81.98,0.23,0.48,0.83,6.4
