CustomerID,Tenure,MonthlyCharges,TotalCharges,ContractType,TechSupport,StreamingTV,PaymentMethod,Churn
CUST1385,61,67.03,6545.98,Month-to-month,No,Yes,Bank transfer,0
CUST1386,64,95.73,6904.82,Month-to-month,No,Yes,Bank transfer,0
CUST1387,63,85.91,6787.46,Month-to-month,Yes,No,Mailed check,0
CUST1388,69,99.86,7359.52,Two year,No,Yes,Credit card,1
CUST1389,22,54.55,2092.7,Month-to-month,Yes,No,Bank transfer,0
CUST1390,67,83.7,6064.83,Two year,No,No,Mailed check,0
CUST1391,76,58.14,3738.26,Two year,No,Yes,Bank transfer,0
CUST1392,26,63.59,6751.79,Month-to-month,No,Yes,Bank transfer,1
CUST1393,16,73.93,5855.08,One year,No,Yes,Electronic check,1
CUST1394,51,91.16,6233.93,Month-to-month,Yes,Yes,Electronic check,1
CUST1395,57,98.89,5283.68,Two year,Yes,No,Electronic check,0
CUST1396,29,83.78,1501.69,Month-to-month,No,Yes,Mailed check,0
CUST1397,78,59.24,4405.71,One year,No,Yes,Credit card,0
CUST1398,69,59.49,7878.89,One year,Yes,No,Credit card,0
CUST1399,47,81.63,7505.37,Month-to-month,No,Yes,Mailed check,0
CUST1400,62,46.71,441.07,Month-to-month,No,No,Bank transfer,1
CUST1401,69,37.73,1402.04,One year,No,Yes,Mailed check,1
CUST1402,76,54.82,1140.66,One year,No,No,Bank transfer,1
CUST1403,16,50.11,5835.24,Month-to-month,Yes,No,Mailed check,0
CUST1404,48,50.74,6560.5,One year,Yes,No,Mailed check,0
CUST1405,39,46.35,1786.74,Month-to-month,No,No,Mailed check,0
CUST1406,33,32.95,4096.24,One year,No,Yes,Credit card,0
CUST1407,23,31.25,6741.55,Month-to-month,No,Yes,Electronic check,1
CUST1408,10,99.14,5889.13,Two year,No,No,Mailed check,0
CUST1409,69,59.94,4383.67,Month-to-month,No,No,Credit card,0
CUST1410,34,56.9,4763.75,Month-to-month,No,Yes,Electronic check,0
CUST1411,52,77.58,4116.05,Month-to-month,No,Yes,Electronic check,0
CUST1412,10,45.28,2450.63,Month-to-month,No,Yes,Mailed check,1
CUST1413,19,96.5,4563.67,One year,No,Yes,Bank transfer,0
CUST1414,58,85.04,5542.19,Month-to-month,Yes,Yes,Bank transfer,1
CUST1415,1,36.26,6999.25,Two year,No,No,Bank transfer,0
CUST1416,69,59.23,5126.7,Month-to-month,Yes,Yes,Mailed check,0
CUST1417,4,91.54,6112.86,Month-to-month,No,Yes,Bank transfer,1
CUST1418,16,96.13,1364.57,Month-to-month,No,No,Credit card,0
CUST1419,24,62.72,3746.3,Month-to-month,No,No,Credit card,1
CUST1420,2,72.94,173.72,Month-to-month,Yes,No,Credit card,0
CUST1421,32,41.69,2048.76,Month-to-month,Yes,No,Credit card,0
CUST1422,24,99.38,5839.05,Month-to-month,Yes,Yes,Electronic check,0
CUST1423,12,46.22,7935.3,Month-to-month,No,No,Credit card,1
CUST1424,50,95.99,883.51,One year,Yes,No,Bank transfer,0
CUST1425,35,75.48,3271.81,One year,No,Yes,Mailed check,1
CUST1426,33,72.54,6420.56,Month-to-month,No,No,Bank transfer,0
CUST1427,33,65.89,1711.88,Month-to-month,No,No,Credit card,0
CUST1428,61,46.15,4485.17,Two year,No,Yes,Electronic check,0
CUST1429,51,42.36,5891.26,One year,Yes,Yes,Credit card,0
CUST1430,43,45.43,4966.29,One year,No,Yes,Mailed check,0
CUST1431,12,43.05,1585.4,Month-to-month,No,Yes,Bank transfer,1
CUST1432,67,84.57,2907.54,Two year,Yes,Yes,Mailed check,0
CUST1433,65,54.51,6291.96,Two year,No,No,Mailed check,0
CUST1434,33,34.05,4478.39,One year,Yes,Yes,Mailed check,0
CUST1435,40,97.84,141.31,Two year,No,No,Bank transfer,0
CUST1436,74,91.87,6111.83,Month-to-month,No,No,Credit card,0
CUST1437,43,94.94,378.96,Month-to-month,Yes,No,Mailed check,0
CUST1438,44,99.64,5991.3,Two year,No,No,Bank transfer,0
CUST1439,29,42.17,1699.6,Two year,No,Yes,Electronic check,0
CUST1440,13,57.74,7668.78,Month-to-month,No,Yes,Bank transfer,0
CUST1441,12,83.08,3006.73,Month-to-month,No,No,Electronic check,0
CUST1442,46,78.72,2682.76,Month-to-month,No,No,Bank transfer,0
CUST1443,2,40.77,1276.22,Month-to-month,Yes,No,Credit card,0
CUST1444,35,87.11,2514.27,Two year,Yes,Yes,Mailed check,0
CUST1445,8,45.71,7025.54,One year,Yes,No,Credit card,1
CUST1446,26,45.67,7971.04,Month-to-month,No,Yes,Bank transfer,1
CUST1447,74,67.59,3009.65,Month-to-month,No,No,Mailed check,1
CUST1448,34,71.51,3644.02,Month-to-month,No,No,Electronic check,0
CUST1449,7,70.61,5804.36,Month-to-month,No,Yes,Bank transfer,1
CUST1450,68,36.4,7100.95,One year,Yes,No,Mailed check,1
CUST1451,58,91.42,4785.05,Two year,Yes,Yes,Electronic check,1
CUST1452,75,48.59,3193.05,Two year,Yes,Yes,Electronic check,0
CUST1453,29,39.07,3359.71,Month-to-month,Yes,No,Credit card,0
CUST1454,36,92.21,5595.38,Two year,Yes,No,Bank transfer,1
CUST1455,21,96.9,125.42,Two year,No,No,Electronic check,0
CUST1456,36,90.35,4994.76,Two year,Yes,No,Mailed check,0
CUST1457,10,86.67,2908.39,Month-to-month,Yes,Yes,Electronic check,0
CUST1458,73,75.87,6374.16,Month-to-month,Yes,No,Electronic check,0
CUST1459,24,68.56,834.63,Month-to-month,Yes,No,Credit card,0
CUST1460,64,36.09,4746.8,Month-to-month,No,Yes,Credit card,0
CUST1461,49,58.59,3899.69,Month-to-month,No,No,Mailed check,0
CUST1462,36,56.09,5174.37,Month-to-month,No,Yes,Credit card,0
CUST1463,24,48.18,612.34,Month-to-month,No,No,Electronic check,0
CUST1464,23,80.64,4681.87,One year,Yes,Yes,Electronic check,0
CUST1465,62,64.71,4535.73,Month-to-month,No,Yes,Credit card,0
CUST1466,37,35.67,4529.21,Month-to-month,Yes,Yes,Electronic check,0
CUST1467,12,45.41,4867.55,Two year,Yes,No,Electronic check,1
CUST1468,55,77.83,5444.1,Two year,Yes,Yes,Mailed check,0
CUST1469,13,35.33,6459.41,Two year,Yes,Yes,Credit card,0
CUST1470,23,89.58,2231.58,Two year,Yes,No,Electronic check,0
CUST1471,30,64.66,6617.89,One year,Yes,No,Credit card,1
CUST1472,17,63.64,4036.22,Two year,No,Yes,Mailed check,0
CUST1473,62,71.47,708.76,Month-to-month,Yes,Yes,Credit card,0
CUST1474,13,87.73,562.55,Month-to-month,Yes,Yes,Electronic check,0
CUST1475,59,54.35,2740.48,Month-to-month,No,Yes,Credit card,0
CUST1476,19,77.46,6300.69,Month-to-month,Yes,No,Electronic check,1
CUST1477,49,69.6,5690.68,Month-to-month,Yes,No,Electronic check,1
CUST1478,12,48.69,6330.06,One year,No,No,Electronic check,0
CUST1479,61,91.5,4186.43,Two year,Yes,Yes,Mailed check,0
CUST1480,19,85.82,3577.57,One year,Yes,No,Credit card,0
CUST1481,76,76.09,1264.87,Month-to-month,No,No,Mailed check,0
CUST1482,9,89.54,2692.72,Two year,Yes,No,Credit card,0
CUST1483,71,90.71,3528.75,One year,No,No,Mailed check,0
CUST1484,28,79.59,799.94,Month-to-month,No,No,Bank transfer,0
CUST1485,78,88.59,1842.83,One year,Yes,No,Electronic check,0
CUST1486,52,78.82,4825.98,Month-to-month,No,Yes,Electronic check,1
CUST1487,16,77.61,5911.74,Month-to-month,No,No,Mailed check,0
CUST1488,69,73.3,7986.95,Two year,Yes,No,Bank transfer,1
CUST1489,12,82.69,7471.6,Month-to-month,No,No,Electronic check,1
CUST1490,25,41.1,5176.27,Month-to-month,Yes,Yes,Credit card,0
CUST1491,52,91.66,3427.86,Two year,No,No,Mailed check,1
CUST1492,53,91.03,5125.8,One year,Yes,No,Electronic check,0
CUST1493,23,32.05,6306.65,Month-to-month,No,Yes,Electronic check,0
CUST1494,16,87.81,1034.86,Month-to-month,Yes,Yes,Mailed check,0
CUST1495,57,39.02,3338.25,Month-to-month,No,No,Mailed check,1
CUST1496,39,53.46,6734.44,One year,Yes,No,Credit card,0
CUST1497,53,82.05,3132.28,Month-to-month,No,No,Credit card,0
CUST1498,42,41.25,4617.79,Month-to-month,No,Yes,Electronic check,1
CUST1499,58,87.26,4743.38,Two year,No,No,Electronic check,0
CUST1500,39,88.25,1557.36,One year,No,Yes,Mailed check,0
CUST1501,14,65.52,2961.66,Month-to-month,No,Yes,Electronic check,1
CUST1502,5,30.45,2742.64,One year,No,Yes,Electronic check,1
CUST1503,35,50.09,306.95,One year,No,Yes,Mailed check,1
CUST1504,75,73.18,291.11,Month-to-month,Yes,Yes,Electronic check,1
CUST1505,18,98.68,6670.41,Month-to-month,No,Yes,Electronic check,0
CUST1506,76,74.23,2257.26,Two year,No,Yes,Bank transfer,1
CUST1507,9,48.19,4192.82,Month-to-month,No,Yes,Credit card,0
CUST1508,74,74.38,2459.93,One year,No,No,Mailed check,0
CUST1509,58,67.8,7531.37,Month-to-month,Yes,Yes,Bank transfer,0
CUST1510,17,84.59,2148.44,Month-to-month,Yes,Yes,Credit card,0
CUST1511,7,37.49,3494.29,Month-to-month,No,No,Credit card,1
CUST1512,46,83.27,6994.57,Month-to-month,No,Yes,Credit card,1
CUST1513,13,67.89,6751.28,Month-to-month,No,No,Bank transfer,0
CUST1514,40,97.41,1570.2,Month-to-month,No,Yes,Bank transfer,0
CUST1515,42,53.93,6440.88,Two year,No,Yes,Credit card,0
CUST1516,9,74.28,3719.68,Two year,Yes,No,Electronic check,1
CUST1517,50,95.24,3915.45,Two year,No,No,Electronic check,1
CUST1518,27,37.18,1154.49,Two year,No,No,Bank transfer,0
CUST1519,66,95.61,736.75,Month-to-month,Yes,No,Bank transfer,0
CUST1520,5,78.15,5850.72,Two year,No,No,Bank transfer,0
CUST1521,29,34.75,4022.04,Month-to-month,No,Yes,Credit card,0
CUST1522,37,51.07,3551.12,Two year,Yes,Yes,Electronic check,1
CUST1523,38,79.57,5863.12,Two year,Yes,Yes,Bank transfer,0
CUST1524,8,34.71,6147.55,One year,No,Yes,Bank transfer,0
CUST1525,65,70.75,1355.37,Two year,Yes,No,Mailed check,0
CUST1526,17,54.21,4920.78,One year,No,No,Credit card,0
CUST1527,71,73.46,1169.3,Month-to-month,No,Yes,Mailed check,1
CUST1528,45,33.2,6035.86,Month-to-month,No,No,Electronic check,0
CUST1529,4,91.01,5289.95,One year,No,No,Mailed check,0
CUST1530,36,98.14,7657.26,Month-to-month,Yes,Yes,Mailed check,0
CUST1531,70,97.82,644.77,One year,No,Yes,Mailed check,0
CUST1532,31,82.48,550.73,Two year,Yes,Yes,Credit card,0
CUST1533,19,39.11,2329.28,Month-to-month,No,Yes,Electronic check,1
CUST1534,61,83.08,2167.47,Two year,Yes,Yes,Mailed check,0
CUST1535,54,31.72,2051.13,Two year,No,No,Credit card,0
CUST1536,39,31.55,7259.41,Two year,Yes,Yes,Electronic check,0
CUST1537,74,52.65,2071.41,Two year,Yes,Yes,Bank transfer,0
CUST1538,19,64.21,2248.4,One year,Yes,No,Mailed check,0
CUST1539,39,83.93,6099.25,Two year,Yes,No,Electronic check,0
CUST1540,67,77.83,3652.94,Two year,No,No,Mailed check,1
CUST1541,45,61.21,6236.01,Month-to-month,Yes,Yes,Bank transfer,1
CUST1542,13,49.15,616.39,Month-to-month,No,Yes,Electronic check,0
CUST1543,58,99.8,3951.81,One year,No,No,Credit card,0
CUST1544,20,59.83,365.55,Month-to-month,No,Yes,Electronic check,0
CUST1545,72,61.6,594.96,One year,Yes,Yes,Credit card,0
CUST1546,61,41.45,7260.86,One year,Yes,No,Electronic check,1
CUST1547,39,85.64,1200.04,Month-to-month,No,No,Credit card,0
CUST1548,1,78.56,4306.12,One year,Yes,Yes,Bank transfer,0
CUST1549,3,45.45,3347.66,Two year,Yes,Yes,Bank transfer,1
CUST1550,77,35.77,2844.01,Month-to-month,No,Yes,Bank transfer,1
CUST1551,62,77.63,7208.68,Month-to-month,No,Yes,Electronic check,0
CUST1552,63,75.82,272.4,Month-to-month,No,Yes,Bank transfer,0
CUST1553,25,49.13,5343.94,Month-to-month,Yes,Yes,Mailed check,0
CUST1554,56,96.56,7710.82,Two year,No,Yes,Bank transfer,0
CUST1555,33,40.57,4525.33,Month-to-month,Yes,No,Credit card,1
CUST1556,38,60.26,7500.9,One year,Yes,No,Credit card,1
CUST1557,6,96.05,512.84,Month-to-month,No,No,Credit card,1
CUST1558,58,59.38,3408.47,Month-to-month,Yes,Yes,Electronic check,0
CUST1559,44,74.7,2155.25,Two year,Yes,Yes,Mailed check,1
CUST1560,45,57.83,5873.49,One year,Yes,Yes,Bank transfer,0
CUST1561,32,49.2,7852.25,Month-to-month,No,Yes,Mailed check,0
CUST1562,45,98.88,2126.59,Month-to-month,No,Yes,Mailed check,0
CUST1563,61,58.65,5267.98,Month-to-month,No,No,Credit card,0
CUST1564,47,92.59,1664.97,Month-to-month,No,No,Credit card,1
CUST1565,21,46.1,4566.11,One year,Yes,No,Credit card,0
CUST1566,75,44.92,3765.07,Month-to-month,No,Yes,Electronic check,0
CUST1567,36,32.18,7778.84,Month-to-month,Yes,No,Mailed check,0
CUST1568,19,75.62,4907.37,Month-to-month,Yes,Yes,Mailed check,0
CUST1569,20,55.8,2861.1,Two year,No,Yes,Electronic check,0
CUST1570,57,90.51,1001.36,Two year,No,Yes,Electronic check,0
CUST1571,18,63.12,1294.85,Month-to-month,Yes,No,Electronic check,1
CUST1572,47,97.77,1880.0,Two year,Yes,No,Mailed check,0
CUST1573,49,42.99,2082.64,Month-to-month,Yes,Yes,Mailed check,0
CUST1574,14,90.8,6819.87,Month-to-month,Yes,No,Credit card,0
CUST1575,15,84.36,4533.66,Two year,No,No,Credit card,1
CUST1576,31,83.96,4234.79,Two year,No,Yes,Mailed check,0
CUST1577,1,89.13,1006.67,Two year,No,Yes,Credit card,0
CUST1578,54,83.27,6895.1,One year,No,Yes,Electronic check,0
CUST1579,3,73.84,5810.23,Month-to-month,Yes,No,Bank transfer,0
CUST1580,16,39.19,634.58,Two year,No,Yes,Credit card,0
CUST1581,57,32.28,5691.9,Month-to-month,No,No,Mailed check,1
CUST1582,75,94.46,4393.95,One year,No,Yes,Credit card,0
CUST1583,12,73.17,745.63,Month-to-month,No,No,Credit card,0
CUST1584,74,85.76,3720.58,One year,No,Yes,Credit card,1
CUST1585,16,63.71,3929.1,Month-to-month,Yes,No,Bank transfer,0
CUST1586,72,38.21,1409.62,Month-to-month,No,No,Electronic check,0
CUST1587,76,38.76,7571.02,Two year,Yes,No,Mailed check,0
CUST1588,24,77.99,6814.81,Month-to-month,Yes,No,Bank transfer,0
CUST1589,28,60.12,5385.28,One year,Yes,Yes,Mailed check,0
CUST1590,8,44.04,3752.13,Month-to-month,Yes,No,Mailed check,0
CUST1591,36,64.41,3352.95,Month-to-month,No,Yes,Mailed check,1
CUST1592,8,34.49,5242.69,Month-to-month,No,Yes,Bank transfer,1
CUST1593,58,70.74,4408.91,Month-to-month,No,No,Electronic check,0
CUST1594,60,48.83,591.96,Two year,No,Yes,Mailed check,0
CUST1595,50,85.83,4148.77,Month-to-month,No,No,Electronic check,0
CUST1596,28,51.73,6470.59,Two year,Yes,No,Electronic check,1
CUST1597,41,61.87,3728.0,One year,Yes,Yes,Credit card,0
CUST1598,64,30.81,510.46,Month-to-month,No,No,Bank transfer,0
CUST1599,27,35.07,6311.6,One year,No,Yes,Bank transfer,1
CUST1600,63,57.47,1690.77,One year,No,Yes,Credit card,1
CUST1601,17,63.6,2143.1,Two year,Yes,Yes,Credit card,1
CUST1602,73,72.0,1401.18,Month-to-month,Yes,No,Electronic check,0
CUST1603,33,50.42,2708.7,Month-to-month,No,No,Mailed check,1
CUST1604,77,78.65,6078.34,Two year,Yes,No,Bank transfer,1
CUST1605,29,90.21,4203.15,Two year,Yes,No,Mailed check,0
CUST1606,13,84.59,1718.56,Two year,No,Yes,Mailed check,0
CUST1607,46,32.77,7034.86,Month-to-month,Yes,Yes,Credit card,0
CUST1608,35,63.64,7048.7,Two year,No,No,Mailed check,1
CUST1609,6,37.35,6977.57,Month-to-month,Yes,Yes,Electronic check,0
CUST1610,69,46.94,1986.49,Month-to-month,Yes,Yes,Credit card,0
CUST1611,47,99.07,3664.79,Month-to-month,Yes,Yes,Mailed check,0
CUST1612,25,39.97,7881.42,One year,No,No,Credit card,1
CUST1613,66,64.92,6198.9,Month-to-month,Yes,No,Electronic check,0
CUST1614,10,73.27,314.62,Month-to-month,No,Yes,Electronic check,0
CUST1615,56,79.17,615.12,Two year,Yes,Yes,Mailed check,0
CUST1616,30,69.18,3765.06,Month-to-month,No,No,Credit card,1
CUST1617,5,30.68,7282.84,Month-to-month,Yes,No,Mailed check,0
CUST1618,33,52.85,4355.74,Month-to-month,No,Yes,Mailed check,0
CUST1619,65,66.24,4032.72,Two year,No,No,Credit card,1
CUST1620,18,36.15,933.24,One year,No,Yes,Mailed check,0
CUST1621,49,54.54,5288.56,Month-to-month,Yes,Yes,Electronic check,1
CUST1622,11,32.32,6594.61,Two year,Yes,No,Credit card,0
CUST1623,26,35.5,3105.32,Two year,Yes,No,Credit card,0
CUST1624,63,57.78,6227.33,Month-to-month,No,Yes,Credit card,0
CUST1625,59,39.29,7719.37,One year,No,No,Credit card,0
CUST1626,27,69.73,1709.76,Two year,No,No,Mailed check,0
CUST1627,49,78.26,4234.3,One year,Yes,No,Mailed check,0
CUST1628,77,86.04,2368.39,Month-to-month,Yes,No,Electronic check,1
CUST1629,33,44.01,6363.55,Two year,Yes,No,Bank transfer,0
CUST1630,1,41.72,4662.99,One year,No,Yes,Bank transfer,0
CUST1631,21,37.32,5113.2,Month-to-month,No,Yes,Electronic check,0
CUST1632,55,74.55,6403.52,Month-to-month,No,Yes,Bank transfer,1
CUST1633,6,79.45,3228.17,Month-to-month,Yes,Yes,Electronic check,0
CUST1634,69,32.21,7329.21,Month-to-month,No,No,Mailed check,0
CUST1635,5,95.53,4310.93,Two year,No,No,Credit card,0
CUST1636,3,33.64,1347.84,Month-to-month,Yes,Yes,Credit card,0
CUST1637,53,67.89,5597.6,Month-to-month,No,Yes,Mailed check,0
CUST1638,23,79.63,6366.76,One year,No,Yes,Credit card,1
CUST1639,53,90.97,2602.42,Month-to-month,No,Yes,Credit card,0
CUST1640,37,79.99,6871.72,Two year,No,No,Bank transfer,1
CUST1641,74,86.12,7258.53,Month-to-month,Yes,Yes,Mailed check,0
CUST1642,74,53.76,2287.55,Month-to-month,Yes,No,Bank transfer,0
CUST1643,17,87.04,7869.82,Month-to-month,No,No,Bank transfer,1
CUST1644,78,35.61,1211.62,Month-to-month,Yes,Yes,Credit card,0
CUST1645,73,92.64,1695.92,Month-to-month,No,Yes,Credit card,1
CUST1646,1,68.33,1555.38,One year,No,Yes,Mailed check,0
CUST1647,51,87.21,7162.52,Two year,No,No,Credit card,1
CUST1648,45,61.66,5268.91,Month-to-month,No,No,Credit card,0
CUST1649,77,75.05,1301.62,One year,Yes,Yes,Mailed check,0
CUST1650,4,66.85,3578.56,One year,Yes,No,Credit card,0
CUST1651,62,81.21,4960.85,Two year,Yes,No,Bank transfer,0
CUST1652,65,35.71,759.37,Month-to-month,No,Yes,Mailed check,0
CUST1653,32,34.22,7071.09,Month-to-month,Yes,Yes,Credit card,0
CUST1654,34,47.3,6448.47,Month-to-month,Yes,No,Electronic check,0
CUST1655,72,41.17,4091.13,One year,No,No,Mailed check,0
CUST1656,39,91.02,7740.3,Two year,No,No,Mailed check,1
CUST1657,26,45.34,3400.31,Month-to-month,Yes,No,Electronic check,0
CUST1658,34,98.31,7874.47,Month-to-month,Yes,No,Credit card,0
CUST1659,54,53.58,5376.57,Two year,No,Yes,Credit card,0
CUST1660,3,42.75,5113.9,Two year,Yes,No,Mailed check,0
CUST1661,50,85.28,1411.04,Two year,Yes,No,Mailed check,0
CUST1662,12,76.11,7067.23,Two year,Yes,No,Credit card,0
CUST1663,65,64.87,3477.17,Month-to-month,No,Yes,Credit card,1
CUST1664,54,68.88,1381.64,One year,Yes,Yes,Bank transfer,1
CUST1665,5,80.34,199.6,One year,No,Yes,Mailed check,0
CUST1666,57,45.99,4522.07,Month-to-month,No,Yes,Mailed check,0
CUST1667,17,99.74,4266.46,One year,No,Yes,Electronic check,0
CUST1668,47,98.24,5782.89,One year,Yes,No,Bank transfer,0
CUST1669,23,75.52,7133.04,Month-to-month,No,No,Credit card,0
CUST1670,79,43.97,727.31,Two year,No,Yes,Bank transfer,0
CUST1671,14,77.62,5878.82,One year,No,No,Credit card,0
CUST1672,66,35.05,1580.55,Two year,No,Yes,Credit card,0
CUST1673,75,32.15,6879.6,Month-to-month,No,Yes,Bank transfer,0
CUST1674,51,48.04,6570.6,Month-to-month,No,Yes,Mailed check,1
CUST1675,38,62.38,4372.27,One year,No,No,Credit card,0
CUST1676,64,90.78,5710.92,Month-to-month,No,Yes,Bank transfer,1
CUST1677,38,80.9,2583.37,One year,Yes,Yes,Electronic check,1
CUST1678,50,81.99,3822.23,Two year,Yes,Yes,Bank transfer,0
CUST1679,30,59.78,6590.93,Month-to-month,Yes,No,Electronic check,0
CUST1680,79,54.22,3728.2,One year,No,Yes,Credit card,0
CUST1681,51,55.97,2926.61,One year,No,No,Bank transfer,1
CUST1682,63,99.14,4004.28,Month-to-month,No,No,Bank transfer,1
CUST1683,52,32.81,6643.17,Two year,No,No,Electronic check,0
CUST1684,38,90.69,2748.14,Two year,No,No,Bank transfer,0
CUST1685,79,70.51,1472.72,One year,No,Yes,Bank transfer,1
CUST1686,30,60.7,5724.91,One year,Yes,Yes,Credit card,0
CUST1687,51,80.77,6625.23,Month-to-month,No,No,Bank transfer,1
CUST1688,5,64.07,895.04,Two year,Yes,Yes,Mailed check,1
CUST1689,29,91.14,1995.01,One year,Yes,No,Electronic check,0
CUST1690,4,93.05,1221.58,One year,Yes,No,Bank transfer,0
CUST1691,10,59.52,2848.74,Two year,Yes,No,Electronic check,0
CUST1692,56,49.38,3657.77,Month-to-month,No,No,Electronic check,0
CUST1693,17,71.46,6015.73,Two year,No,No,Electronic check,0
CUST1694,74,93.87,5244.07,Month-to-month,Yes,No,Bank transfer,1
CUST1695,17,44.75,5005.34,Month-to-month,No,Yes,Bank transfer,1
CUST1696,69,73.61,2883.76,Month-to-month,No,No,Electronic check,1
CUST1697,34,74.21,6747.44,Two year,Yes,Yes,Mailed check,0
CUST1698,6,81.32,3823.17,Two year,No,Yes,Electronic check,1
CUST1699,53,39.21,7834.93,One year,Yes,No,Mailed check,1
CUST1700,66,80.11,5109.72,One year,No,Yes,Electronic check,0
CUST1701,77,93.63,1097.49,One year,No,Yes,Credit card,0
CUST1702,43,42.58,5441.8,Two year,Yes,Yes,Electronic check,0
CUST1703,75,46.63,2668.32,Month-to-month,Yes,No,Electronic check,1
CUST1704,23,98.0,5521.98,Month-to-month,No,No,Bank transfer,0
CUST1705,55,42.67,650.17,Month-to-month,No,No,Mailed check,1
CUST1706,75,89.81,1481.56,Two year,Yes,Yes,Credit card,0
CUST1707,16,64.46,6860.32,One year,No,No,Mailed check,1
CUST1708,8,47.31,1894.72,Month-to-month,No,No,Credit card,0
CUST1709,4,90.95,6712.62,Month-to-month,No,Yes,Electronic check,0
CUST1710,4,61.17,2306.28,Two year,No,Yes,Bank transfer,0
CUST1711,56,66.04,5178.77,Month-to-month,No,Yes,Bank transfer,0
CUST1712,25,55.15,5583.79,One year,No,No,Mailed check,1
CUST1713,67,71.51,4149.97,Two year,No,No,Bank transfer,0
CUST1714,67,41.45,2511.95,Month-to-month,Yes,No,Mailed check,0
CUST1715,27,57.38,1779.89,Month-to-month,Yes,Yes,Mailed check,0
CUST1716,32,97.86,362.2,One year,Yes,No,Credit card,0
CUST1717,50,48.07,2501.18,Two year,No,No,Mailed check,0
CUST1718,61,75.97,5259.99,One year,No,No,Credit card,0
CUST1719,51,52.76,7512.61,Two year,Yes,No,Bank transfer,1
CUST1720,19,84.14,6982.52,Month-to-month,No,Yes,Mailed check,0
CUST1721,21,39.16,6151.91,One year,No,Yes,Mailed check,1
CUST1722,5,97.89,6328.73,One year,Yes,No,Electronic check,1
CUST1723,42,61.77,5353.38,Two year,No,No,Mailed check,0
CUST1724,61,46.52,2156.27,Month-to-month,Yes,No,Mailed check,0
CUST1725,22,35.14,7266.84,Two year,Yes,Yes,Electronic check,0
CUST1726,21,41.88,5398.79,One year,No,No,Electronic check,1
CUST1727,70,66.38,4527.48,Month-to-month,No,Yes,Bank transfer,1
CUST1728,1,53.59,976.82,Month-to-month,Yes,Yes,Mailed check,0
CUST1729,5,88.02,3631.74,Two year,No,No,Bank transfer,1
CUST1730,12,60.16,3736.83,Month-to-month,No,No,Bank transfer,0
CUST1731,46,47.41,6930.05,Month-to-month,Yes,Yes,Electronic check,1
CUST1732,34,73.2,4418.52,Month-to-month,Yes,Yes,Credit card,1
CUST1733,49,79.47,3105.16,Two year,No,Yes,Bank transfer,0
CUST1734,78,41.69,7816.72,One year,Yes,Yes,Credit card,0
CUST1735,45,41.73,974.69,Two year,No,No,Mailed check,0
CUST1736,27,32.57,3438.13,Month-to-month,No,No,Electronic check,0
CUST1737,73,81.55,431.99,One year,No,Yes,Mailed check,1
CUST1738,26,76.47,5945.24,One year,Yes,No,Mailed check,0
CUST1739,47,63.22,7352.8,Two year,No,No,Electronic check,0
CUST1740,56,89.09,2312.29,Two year,No,No,Mailed check,0
CUST1741,63,86.4,6880.9,Month-to-month,Yes,Yes,Electronic check,1
CUST1742,48,70.97,2408.52,One year,Yes,No,Credit card,0
CUST1743,61,90.78,7295.08,Month-to-month,Yes,Yes,Mailed check,0
CUST1744,26,44.41,6056.3,One year,No,Yes,Electronic check,0
CUST1745,36,37.83,6458.76,Month-to-month,No,Yes,Bank transfer,1
CUST1746,1,48.88,242.25,Month-to-month,Yes,Yes,Mailed check,1
CUST1747,8,34.0,7706.2,Month-to-month,No,Yes,Credit card,0
CUST1748,52,67.18,5840.7,One year,Yes,Yes,Electronic check,0
CUST1749,79,95.56,2507.53,Month-to-month,No,Yes,Mailed check,0
CUST1750,47,32.75,6652.22,One year,Yes,No,Mailed check,0
CUST1751,56,38.55,2324.02,Month-to-month,No,No,Mailed check,0
CUST1752,14,61.65,6994.76,Month-to-month,No,Yes,Credit card,1
CUST1753,28,95.37,989.39,Two year,No,No,Electronic check,0
CUST1754,78,52.13,5659.12,Month-to-month,Yes,No,Bank transfer,1
CUST1755,2,65.51,4371.52,Month-to-month,Yes,No,Bank transfer,0
CUST1756,26,32.91,862.62,One year,No,Yes,Bank transfer,1
CUST1757,14,40.38,2010.96,Month-to-month,Yes,No,Electronic check,1
CUST1758,59,99.06,197.99,Month-to-month,Yes,No,Bank transfer,0
CUST1759,56,97.56,3803.27,Month-to-month,Yes,No,Credit card,0
CUST1760,7,30.35,2480.0,Two year,No,Yes,Electronic check,0
CUST1761,3,96.63,4827.02,One year,No,No,Mailed check,0
CUST1762,23,74.74,2448.18,One year,No,No,Credit card,0
CUST1763,18,90.75,2469.36,One year,Yes,No,Mailed check,0
CUST1764,38,61.83,5971.23,Month-to-month,Yes,Yes,Bank transfer,1
CUST1765,15,66.09,480.33,Month-to-month,No,Yes,Credit card,0
CUST1766,64,64.22,7232.87,Two year,No,No,Electronic check,1
CUST1767,28,76.68,6832.88,Month-to-month,Yes,No,Credit card,0
CUST1768,74,39.78,5375.66,Month-to-month,No,Yes,Mailed check,1
CUST1769,39,32.1,4786.45,Month-to-month,Yes,No,Electronic check,0
CUST1770,57,51.56,7149.19,Month-to-month,No,Yes,Credit card,1
CUST1771,17,79.33,1564.11,Two year,Yes,No,Credit card,0
